Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
pavan,pavane,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('a', {'f': 0.7083975076675415, 'm': 0.2916024923324585}), ('v', {'f': 0.938908040523529, 'm': 0.06109200790524483}), ('a', {'f': 0.796639621257782, 'm': 0.20336036384105682}), ('p', {'f': 0.6281284093856812, 'm': 0.37187156081199646})]",test
gʁEf2,greffon,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('f', {'f': 0.052850838750600815, 'm': 0.9471490979194641}), ('E', {'f': 0.008998201228678226, 'm': 0.9910017848014832}), ('ʁ', {'f': 0.0006272676400840282, 'm': 0.9993727803230286}), ('g', {'f': 0.0004916817415505648, 'm': 0.999508261680603})]",test
migal,mygale,m,f,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('a', {'f': 0.45286881923675537, 'm': 0.5471311807632446}), ('g', {'f': 0.3929275572299957, 'm': 0.6070724129676819}), ('i', {'f': 0.20408658683300018, 'm': 0.7959133982658386}), ('m', {'f': 0.18866947293281555, 'm': 0.8113304972648621})]",test
bʁize,brisée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('z', {'f': 0.12878628075122833, 'm': 0.8712137341499329}), ('i', {'f': 0.27327001094818115, 'm': 0.7267299890518188}), ('ʁ', {'f': 0.2601633369922638, 'm': 0.7398366928100586}), ('b', {'f': 0.2684054374694824, 'm': 0.7315945625305176})]",test
ʃagʁ3,chagrin,m,m,"[('3', {'f': 0.24239523708820343, 'm': 0.7576047778129578}), ('ʁ', {'f': 0.12449432909488678, 'm': 0.8755056858062744}), ('g', {'f': 0.0021018320694565773, 'm': 0.9978981018066406}), ('a', {'f': 0.0025463763158768415, 'm': 0.9974536299705505}), ('ʃ', {'f': 6.663062958978117e-05, 'm': 0.9999333620071411})]",test
fiʃje,fichier,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('j', {'f': 0.04428623244166374, 'm': 0.95571368932724}), ('ʃ', {'f': 0.06118589639663696, 'm': 0.938814103603363}), ('i', {'f': 0.04811231791973114, 'm': 0.9518876671791077}), ('f', {'f': 0.06030264496803284, 'm': 0.9396973848342896})]",test
baʁil,baril,m,m,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('i', {'f': 0.4625178575515747, 'm': 0.5374821424484253}), ('ʁ', {'f': 0.4039837121963501, 'm': 0.5960163474082947}), ('a', {'f': 0.1324743628501892, 'm': 0.8675256967544556}), ('b', {'f': 0.37991026043891907, 'm': 0.6200897693634033})]",test
gʁif2,griffon,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('f', {'f': 0.052850838750600815, 'm': 0.9471490979194641}), ('i', {'f': 0.009570728987455368, 'm': 0.9904292821884155}), ('ʁ', {'f': 0.013378982432186604, 'm': 0.9866210222244263}), ('g', {'f': 0.0005044176941737533, 'm': 0.9994956254959106})]",test
ləvyʁ,levure,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('y', {'f': 0.4301777780056, 'm': 0.5698221921920776}), ('v', {'f': 0.9724084734916687, 'm': 0.02759152464568615}), ('ə', {'f': 0.9973341226577759, 'm': 0.0026659350842237473}), ('l', {'f': 0.9931134581565857, 'm': 0.006886516232043505})]",test
kytɛʁ,cutter,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɛ', {'f': 0.25651222467422485, 'm': 0.7434877753257751}), ('t', {'f': 0.07586012035608292, 'm': 0.9241398572921753}), ('y', {'f': 0.07552889734506607, 'm': 0.9244710803031921}), ('k', {'f': 0.018793907016515732, 'm': 0.9812061190605164})]",test
pwaʁo,poireau,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('ʁ', {'f': 0.14857959747314453, 'm': 0.8514204621315002}), ('a', {'f': 0.025501858443021774, 'm': 0.9744981527328491}), ('w', {'f': 0.02732146345078945, 'm': 0.9726784825325012}), ('p', {'f': 0.01315695233643055, 'm': 0.9868430495262146})]",test
fadɛt,fadette,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('ɛ', {'f': 0.6552091240882874, 'm': 0.34479087591171265}), ('d', {'f': 0.8057400584220886, 'm': 0.19425998628139496}), ('a', {'f': 0.8063239455223083, 'm': 0.19367605447769165}), ('f', {'f': 0.9741578698158264, 'm': 0.02584211342036724})]",test
tʁijo,trio,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('j', {'f': 0.021215595304965973, 'm': 0.9787843823432922}), ('i', {'f': 0.0021413960494101048, 'm': 0.9978585839271545}), ('ʁ', {'f': 0.001433462486602366, 'm': 0.9985665678977966}), ('t', {'f': 0.00010611684410832822, 'm': 0.9998939037322998})]",test
ʁapja,rapiat,m,m,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('j', {'f': 0.03864239528775215, 'm': 0.9613575339317322}), ('p', {'f': 0.02766573056578636, 'm': 0.9723343253135681}), ('a', {'f': 0.02344503439962864, 'm': 0.9765549302101135}), ('ʁ', {'f': 0.011157763190567493, 'm': 0.988842248916626})]",test
ʁəsɛt,recette,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('ɛ', {'f': 0.6552091240882874, 'm': 0.34479087591171265}), ('s', {'f': 0.8550667762756348, 'm': 0.14493316411972046}), ('ə', {'f': 0.9621934294700623, 'm': 0.03780664876103401}), ('ʁ', {'f': 0.9394394159317017, 'm': 0.060560550540685654})]",test
bagaʁ,bagarre,m,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('a', {'f': 0.6709359884262085, 'm': 0.3290640115737915}), ('g', {'f': 0.45836323499679565, 'm': 0.5416367650032043}), ('a', {'f': 0.46848064661026, 'm': 0.53151935338974}), ('b', {'f': 0.1269673854112625, 'm': 0.8730326294898987})]",test
ygəno,huguenot,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('n', {'f': 0.2315283715724945, 'm': 0.7684716582298279}), ('ə', {'f': 0.08622022718191147, 'm': 0.9137797951698303}), ('g', {'f': 0.16097848117351532, 'm': 0.8390215635299683}), ('y', {'f': 0.06506971269845963, 'm': 0.9349303245544434})]",test
baʁɔn,baronne,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɔ', {'f': 0.7106037735939026, 'm': 0.2893962264060974}), ('ʁ', {'f': 0.8752037286758423, 'm': 0.12479625642299652}), ('a', {'f': 0.8540403246879578, 'm': 0.14595970511436462}), ('b', {'f': 0.853256344795227, 'm': 0.14674364030361176})]",test
klOdo,clodo,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('d', {'f': 0.08860849589109421, 'm': 0.9113914966583252}), ('O', {'f': 0.04894380643963814, 'm': 0.9510562419891357}), ('l', {'f': 0.05295897647738457, 'm': 0.9470410346984863}), ('k', {'f': 0.09134285151958466, 'm': 0.9086571335792542})]",test
kasaʒ,cassage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('s', {'f': 0.14969685673713684, 'm': 0.8503031730651855}), ('a', {'f': 0.02581167221069336, 'm': 0.9741883277893066}), ('k', {'f': 0.006097672041505575, 'm': 0.993902325630188})]",test
byvaʁ,buvard,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('a', {'f': 0.6709359884262085, 'm': 0.3290640115737915}), ('v', {'f': 0.47813844680786133, 'm': 0.5218616127967834}), ('y', {'f': 0.03977895900607109, 'm': 0.9602210521697998}), ('b', {'f': 0.001779131474904716, 'm': 0.9982208609580994})]",test
bataʒ,battage,m,m,"[('ʒ', {'f': 0.3119414150714874, 'm': 0.688058614730835}), ('a', {'f': 0.21565423905849457, 'm': 0.784345805644989}), ('t', {'f': 0.05105738714337349, 'm': 0.9489426016807556}), ('a', {'f': 0.030730677768588066, 'm': 0.9692692756652832}), ('b', {'f': 0.0011672008549794555, 'm': 0.9988327622413635})]",test
ʁamœʁ,rameur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('m', {'f': 0.8154336214065552, 'm': 0.18456633388996124}), ('a', {'f': 0.7230062484741211, 'm': 0.2769937515258789}), ('ʁ', {'f': 0.30354559421539307, 'm': 0.6964544057846069})]",test
ɛləʁ2,aileron,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('ʁ', {'f': 0.07267521321773529, 'm': 0.9273248314857483}), ('ə', {'f': 0.004035857506096363, 'm': 0.9959641695022583}), ('l', {'f': 0.0020945558790117502, 'm': 0.9979054927825928}), ('ɛ', {'f': 0.0010549799771979451, 'm': 0.9989450573921204})]",test
liɲit,lignite,f,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('i', {'f': 0.4214872121810913, 'm': 0.5785127878189087}), ('ɲ', {'f': 0.8151686787605286, 'm': 0.1848313808441162}), ('i', {'f': 0.8527411818504333, 'm': 0.14725877344608307}), ('l', {'f': 0.9460703134536743, 'm': 0.0539296418428421})]",test
djakʁ,diacre,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('k', {'f': 0.5835010409355164, 'm': 0.4164990186691284}), ('a', {'f': 0.5015774369239807, 'm': 0.4984225034713745}), ('j', {'f': 0.02853386662900448, 'm': 0.9714661240577698}), ('d', {'f': 0.007881955243647099, 'm': 0.9921180605888367})]",test
pikyʁ,piqûre,f,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('y', {'f': 0.4301777780056, 'm': 0.5698221921920776}), ('k', {'f': 0.867243230342865, 'm': 0.13275673985481262}), ('i', {'f': 0.9875687956809998, 'm': 0.012431169860064983}), ('p', {'f': 0.9951068162918091, 'm': 0.00489317299798131})]",test
vaj1s,vaillance,f,f,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('1', {'f': 0.5689855217933655, 'm': 0.4310144782066345}), ('j', {'f': 0.4944652318954468, 'm': 0.5055347681045532}), ('a', {'f': 0.6314191222190857, 'm': 0.3685808777809143}), ('v', {'f': 0.9626073241233826, 'm': 0.03739268705248833})]",test
mOʁal,moral,m,m,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('a', {'f': 0.45286881923675537, 'm': 0.5471311807632446}), ('ʁ', {'f': 0.3035401999950409, 'm': 0.6964598298072815}), ('O', {'f': 0.22635142505168915, 'm': 0.7736485600471497}), ('m', {'f': 0.46767857670783997, 'm': 0.5323213934898376})]",test
mOʁal,morale,m,m,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('a', {'f': 0.45286881923675537, 'm': 0.5471311807632446}), ('ʁ', {'f': 0.3035401999950409, 'm': 0.6964598298072815}), ('O', {'f': 0.22635142505168915, 'm': 0.7736485600471497}), ('m', {'f': 0.46767857670783997, 'm': 0.5323213934898376})]",test
fOsɛʁ,faussaire,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('ɛ', {'f': 0.25651222467422485, 'm': 0.7434877753257751}), ('s', {'f': 0.0753321722149849, 'm': 0.9246678352355957}), ('O', {'f': 0.08666795492172241, 'm': 0.9133320450782776}), ('f', {'f': 0.018962206318974495, 'm': 0.9810377955436707})]",test
maʁin,marine,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('i', {'f': 0.5514224767684937, 'm': 0.4485774636268616}), ('ʁ', {'f': 0.834872841835022, 'm': 0.16512717306613922}), ('a', {'f': 0.9515623450279236, 'm': 0.04843766242265701}), ('m', {'f': 0.8396114110946655, 'm': 0.1603885442018509})]",test
paʁɛj,pareil,f,m,"[('j', {'f': 0.12872321903705597, 'm': 0.87127685546875}), ('ɛ', {'f': 0.24301093816757202, 'm': 0.7569890022277832}), ('ʁ', {'f': 0.40720677375793457, 'm': 0.5927932262420654}), ('a', {'f': 0.9478849172592163, 'm': 0.05211510509252548}), ('p', {'f': 0.9312843680381775, 'm': 0.06871563196182251})]",test
sɛʁp1,serpent,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('p', {'f': 0.06895945221185684, 'm': 0.9310405254364014}), ('ʁ', {'f': 0.011724533513188362, 'm': 0.9882755279541016}), ('ɛ', {'f': 0.00221390463411808, 'm': 0.9977860450744629}), ('s', {'f': 0.0018161158077418804, 'm': 0.9981839060783386})]",test
ɛʁmin,hermine,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('i', {'f': 0.5514224767684937, 'm': 0.4485774636268616}), ('m', {'f': 0.48118314146995544, 'm': 0.5188168287277222}), ('ʁ', {'f': 0.6892971396446228, 'm': 0.3107028007507324}), ('ɛ', {'f': 0.6069231629371643, 'm': 0.3930767774581909})]",test
vəluʁ,velours,f,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('u', {'f': 0.4008920192718506, 'm': 0.5991079807281494}), ('l', {'f': 0.20419591665267944, 'm': 0.7958040833473206}), ('ə', {'f': 0.1338612586259842, 'm': 0.8661388158798218}), ('v', {'f': 0.5142994523048401, 'm': 0.4857005178928375})]",test
kulœʁ,couleur,m,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('l', {'f': 0.3301680088043213, 'm': 0.6698319911956787}), ('u', {'f': 0.15034569799900055, 'm': 0.8496543169021606}), ('k', {'f': 0.04447994381189346, 'm': 0.9555200338363647})]",test
nɛʁvi,nervi,f,m,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('v', {'f': 0.2727566957473755, 'm': 0.7272433638572693}), ('ʁ', {'f': 0.29200220108032227, 'm': 0.7079977989196777}), ('ɛ', {'f': 0.4127119779586792, 'm': 0.5872880220413208}), ('n', {'f': 0.6000252962112427, 'm': 0.3999747335910797})]",test
p2pœʁ,pompeur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('p', {'f': 0.4894450008869171, 'm': 0.5105549693107605}), ('2', {'f': 0.5965736508369446, 'm': 0.4034263491630554}), ('p', {'f': 0.2509320378303528, 'm': 0.749068021774292})]",test
fyʁœʁ,fureur,m,f,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('ʁ', {'f': 0.38733914494514465, 'm': 0.6126608848571777}), ('y', {'f': 0.15218369662761688, 'm': 0.8478162884712219}), ('f', {'f': 0.005728508345782757, 'm': 0.9942715167999268})]",test
pl3ʃ1,plain-chant,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('ʃ', {'f': 0.028683699667453766, 'm': 0.9713162779808044}), ('3', {'f': 0.0005743704969063401, 'm': 0.9994256496429443}), ('l', {'f': 0.00014359616034198552, 'm': 0.9998563528060913}), ('p', {'f': 0.00010573059262242168, 'm': 0.9998942613601685})]",test
mitɛn,mitaine,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɛ', {'f': 0.5580256581306458, 'm': 0.4419742822647095}), ('t', {'f': 0.7556201219558716, 'm': 0.24437987804412842}), ('i', {'f': 0.6531907916069031, 'm': 0.3468092083930969}), ('m', {'f': 0.817207396030426, 'm': 0.1827925443649292})]",test
ʃOpiŋ,shopping,m,m,"[('ŋ', {'f': 0.5498241782188416, 'm': 0.45017576217651367}), ('i', {'f': 0.10907277464866638, 'm': 0.8909271955490112}), ('p', {'f': 0.04722996801137924, 'm': 0.9527699947357178}), ('O', {'f': 0.0051458715461194515, 'm': 0.9948541522026062}), ('ʃ', {'f': 0.0012343127746134996, 'm': 0.9987657070159912})]",test
fj1se,fiancée,m,f,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('s', {'f': 0.1335829347372055, 'm': 0.8664169907569885}), ('1', {'f': 0.23210814595222473, 'm': 0.7678918242454529}), ('j', {'f': 0.0991145521402359, 'm': 0.9008854031562805}), ('f', {'f': 0.21064865589141846, 'm': 0.7893513441085815})]",test
kɔʁso,corso,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('s', {'f': 0.2631475329399109, 'm': 0.7368524670600891}), ('ʁ', {'f': 0.013673185370862484, 'm': 0.9863268136978149}), ('ɔ', {'f': 0.003142250468954444, 'm': 0.996857762336731}), ('k', {'f': 0.0012503403704613447, 'm': 0.9987496137619019})]",test
pɔʁʃe,porcher,m,m,"[('e', {'f': 0.17010840773582458, 'm': 0.829891562461853}), ('ʃ', {'f': 0.14940637350082397, 'm': 0.850593626499176}), ('ʁ', {'f': 0.3172915577888489, 'm': 0.6827084422111511}), ('ɔ', {'f': 0.45519837737083435, 'm': 0.5448015928268433}), ('p', {'f': 0.37911105155944824, 'm': 0.6208889484405518})]",test
s1gin,sanguine,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('i', {'f': 0.5514224767684937, 'm': 0.4485774636268616}), ('g', {'f': 0.8223082423210144, 'm': 0.1776917576789856}), ('1', {'f': 0.9138761162757874, 'm': 0.08612389117479324}), ('s', {'f': 0.8320316672325134, 'm': 0.16796839237213135})]",test
ʁEdœʁ,raider,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('d', {'f': 0.5612601637840271, 'm': 0.4387398958206177}), ('E', {'f': 0.5788813829421997, 'm': 0.4211186170578003}), ('ʁ', {'f': 0.2997851073741913, 'm': 0.7002148628234863})]",test
lj2so,lionceau,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('s', {'f': 0.2631475329399109, 'm': 0.7368524670600891}), ('2', {'f': 0.13060277700424194, 'm': 0.8693972229957581}), ('j', {'f': 0.021194830536842346, 'm': 0.9788051843643188}), ('l', {'f': 0.004609830677509308, 'm': 0.9953901767730713})]",test
fənil,fenil,m,m,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('i', {'f': 0.4625178575515747, 'm': 0.5374821424484253}), ('n', {'f': 0.2496129274368286, 'm': 0.7503870129585266}), ('ə', {'f': 0.12491010874509811, 'm': 0.8750898838043213}), ('f', {'f': 0.08686567842960358, 'm': 0.9131343364715576})]",test
kadɛn,cadène,f,f,"[('n', {'f': 0.5614370703697205, 'm': 0.43856292963027954}), ('ɛ', {'f': 0.5580256581306458, 'm': 0.4419742822647095}), ('d', {'f': 0.827914297580719, 'm': 0.1720857173204422}), ('a', {'f': 0.7632055282592773, 'm': 0.23679448664188385}), ('k', {'f': 0.913889467716217, 'm': 0.08611055463552475})]",test
glasi,glacis,f,m,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('s', {'f': 0.2578912079334259, 'm': 0.7421088218688965}), ('a', {'f': 0.28100815415382385, 'm': 0.7189918160438538}), ('l', {'f': 0.13836632668972015, 'm': 0.8616337180137634}), ('g', {'f': 0.5446861386299133, 'm': 0.4553138315677643})]",test
skwat,squat,m,m,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('a', {'f': 0.7246471643447876, 'm': 0.2753528952598572}), ('w', {'f': 0.5533108711242676, 'm': 0.4466891288757324}), ('k', {'f': 0.664982795715332, 'm': 0.3350171148777008}), ('s', {'f': 0.35029783844947815, 'm': 0.6497021317481995})]",test
alkov,alcôve,f,f,"[('v', {'f': 0.8513452410697937, 'm': 0.1486547589302063}), ('o', {'f': 0.8065433502197266, 'm': 0.19345664978027344}), ('k', {'f': 0.7292559146881104, 'm': 0.27074411511421204}), ('l', {'f': 0.7034070491790771, 'm': 0.29659295082092285}), ('a', {'f': 0.5457834005355835, 'm': 0.4542166292667389})]",test
pɛʁno,pernod,m,m,"[('o', {'f': 0.43163761496543884, 'm': 0.5683624744415283}), ('n', {'f': 0.2315283715724945, 'm': 0.7684716582298279}), ('ʁ', {'f': 0.039692703634500504, 'm': 0.9603073000907898}), ('ɛ', {'f': 0.0062609221786260605, 'm': 0.993739128112793}), ('p', {'f': 0.0033056868705898523, 'm': 0.9966943264007568})]",test
vizit,visite,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('i', {'f': 0.4214872121810913, 'm': 0.5785127878189087}), ('z', {'f': 0.39103808999061584, 'm': 0.6089619398117065}), ('i', {'f': 0.2965317964553833, 'm': 0.7034682035446167}), ('v', {'f': 0.782505214214325, 'm': 0.21749475598335266})]",test
ʒɥijɛ,juillet,m,m,"[('ɛ', {'f': 0.28189393877983093, 'm': 0.7181060910224915}), ('j', {'f': 0.011482174508273602, 'm': 0.9885178804397583}), ('i', {'f': 0.011517700739204884, 'm': 0.9884823560714722}), ('ɥ', {'f': 0.005309313535690308, 'm': 0.9946907162666321}), ('ʒ', {'f': 0.0022474685683846474, 'm': 0.9977524876594543})]",test
dizɛt,disette,f,f,"[('t', {'f': 0.3858436942100525, 'm': 0.6141563057899475}), ('ɛ', {'f': 0.6552091240882874, 'm': 0.34479087591171265}), ('z', {'f': 0.5145447254180908, 'm': 0.48545533418655396}), ('i', {'f': 0.7547880411148071, 'm': 0.24521194398403168}), ('d', {'f': 0.9574718475341797, 'm': 0.04252821207046509})]",test
maʒœʁ,majeur,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('ʒ', {'f': 0.17413856089115143, 'm': 0.825861394405365}), ('a', {'f': 0.20763848721981049, 'm': 0.7923615574836731}), ('m', {'f': 0.34344953298568726, 'm': 0.6565505266189575})]",test
maʒœʁ,majeure,m,m,"[('ʁ', {'f': 0.5142263770103455, 'm': 0.48577365279197693}), ('œ', {'f': 0.6757749319076538, 'm': 0.3242250084877014}), ('ʒ', {'f': 0.17413856089115143, 'm': 0.825861394405365}), ('a', {'f': 0.20763848721981049, 'm': 0.7923615574836731}), ('m', {'f': 0.34344953298568726, 'm': 0.6565505266189575})]",test
pybis,pubis,m,m,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('i', {'f': 0.49752435088157654, 'm': 0.5024756193161011}), ('b', {'f': 0.4011932909488678, 'm': 0.5988067388534546}), ('y', {'f': 0.06689496338367462, 'm': 0.9331050515174866}), ('p', {'f': 0.012819379568099976, 'm': 0.9871806502342224})]",test
klima,climat,m,m,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('m', {'f': 0.29543203115463257, 'm': 0.7045679688453674}), ('i', {'f': 0.20389854907989502, 'm': 0.7961013913154602}), ('l', {'f': 0.16526822745800018, 'm': 0.8347316980361938}), ('k', {'f': 0.11800730973482132, 'm': 0.8819926977157593})]",test
t3bal,timbale,m,f,"[('l', {'f': 0.4393223524093628, 'm': 0.5606776475906372}), ('a', {'f': 0.45286881923675537, 'm': 0.5471311807632446}), ('b', {'f': 0.42281821370124817, 'm': 0.5771818161010742}), ('3', {'f': 0.5314980149269104, 'm': 0.468502014875412}), ('t', {'f': 0.24599136412143707, 'm': 0.7540086507797241})]",test
bʁuj2,brouillon,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('j', {'f': 0.04077846184372902, 'm': 0.9592215418815613}), ('u', {'f': 0.015689535066485405, 'm': 0.984310507774353}), ('ʁ', {'f': 0.0013114279136061668, 'm': 0.9986885190010071}), ('b', {'f': 0.00020065833814442158, 'm': 0.9997993111610413})]",test
gudʁ2,goudron,m,m,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('ʁ', {'f': 0.07267521321773529, 'm': 0.9273248314857483}), ('d', {'f': 0.0020515115465968847, 'm': 0.9979484677314758}), ('u', {'f': 0.0004880133783444762, 'm': 0.9995119571685791}), ('g', {'f': 0.0009068197105079889, 'm': 0.9990931749343872})]",test
2ksj2,onction,f,f,"[('2', {'f': 0.5643630623817444, 'm': 0.435636967420578}), ('j', {'f': 0.04077846184372902, 'm': 0.9592215418815613}), ('s', {'f': 0.1401365101337433, 'm': 0.8598634600639343}), ('k', {'f': 0.715177059173584, 'm': 0.28482291102409363}), ('2', {'f': 0.9970598816871643, 'm': 0.0029401443898677826})]",test
kuŋfu,kung-fu,m,m,"[('u', {'f': 0.7470362782478333, 'm': 0.25296369194984436}), ('f', {'f': 0.25231125950813293, 'm': 0.7476887702941895}), ('ŋ', {'f': 0.19887198507785797, 'm': 0.8011279702186584}), ('u', {'f': 0.060122303664684296, 'm': 0.9398777484893799}), ('k', {'f': 0.0462971068918705, 'm': 0.9537028074264526})]",test
bataj,bataille,m,f,"[('j', {'f': 0.12872321903705597, 'm': 0.87127685546875}), ('a', {'f': 0.12719258666038513, 'm': 0.8728074431419373}), ('t', {'f': 0.12126628309488297, 'm': 0.8787336945533752}), ('a', {'f': 0.27567800879478455, 'm': 0.7243220210075378}), ('b', {'f': 0.20382298529148102, 'm': 0.7961770296096802})]",test
piʁɔg,pirogue,m,f,"[('g', {'f': 0.5994905233383179, 'm': 0.40050947666168213}), ('ɔ', {'f': 0.3956148326396942, 'm': 0.6043851971626282}), ('ʁ', {'f': 0.5030257105827332, 'm': 0.49697422981262207}), ('i', {'f': 0.18583974242210388, 'm': 0.8141602277755737}), ('p', {'f': 0.23620089888572693, 'm': 0.7637990713119507})]",test
dalja,dahlia,m,m,"[('a', {'f': 0.3019506335258484, 'm': 0.6980493068695068}), ('j', {'f': 0.03864239528775215, 'm': 0.9613575339317322}), ('l', {'f': 0.014743741601705551, 'm': 0.9852563142776489}), ('a', {'f': 0.03093196451663971, 'm': 0.9690681099891663}), ('d', {'f': 0.033725615590810776, 'm': 0.9662744402885437})]",test
spasm,spasme,m,m,"[('m', {'f': 0.5900589823722839, 'm': 0.40994101762771606}), ('s', {'f': 0.21130861341953278, 'm': 0.7886913418769836}), ('a', {'f': 0.24326092004776, 'm': 0.75673907995224}), ('p', {'f': 0.0805145800113678, 'm': 0.9194853901863098}), ('s', {'f': 0.10806116461753845, 'm': 0.8919388055801392})]",test
gʁafi,graphie,m,f,"[('i', {'f': 0.33092767000198364, 'm': 0.6690723299980164}), ('f', {'f': 0.14359501004219055, 'm': 0.8564049601554871}), ('a', {'f': 0.2061750292778015, 'm': 0.7938249707221985}), ('ʁ', {'f': 0.12225298583507538, 'm': 0.8777469992637634}), ('g', {'f': 0.4622957110404968, 'm': 0.537704348564148})]",test
dyʁj1,durian,m,m,"[('1', {'f': 0.3533245623111725, 'm': 0.6466754674911499}), ('j', {'f': 0.008006568998098373, 'm': 0.9919934272766113}), ('ʁ', {'f': 0.0034441917669028044, 'm': 0.9965558052062988}), ('y', {'f': 0.0008866256684996188, 'm': 0.9991133809089661}), ('d', {'f': 0.00011121847637696192, 'm': 0.9998887777328491})]",test
paʁos,paros,m,m,"[('s', {'f': 0.5474900007247925, 'm': 0.4525099992752075}), ('o', {'f': 0.6206050515174866, 'm': 0.3793949484825134}), ('ʁ', {'f': 0.32578346133232117, 'm': 0.6742165088653564}), ('a', {'f': 0.1039787009358406, 'm': 0.89602130651474}), ('p', {'f': 0.04629965126514435, 'm': 0.9537003636360168})]",test
