Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
grondin,gʁ2d3,m,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('r', {'f': 0.0027257706969976425, 'm': 0.9972742199897766}), ('o', {'f': 0.010935367085039616, 'm': 0.9890645742416382}), ('n', {'f': 0.0003916349960491061, 'm': 0.9996083378791809}), ('d', {'f': 0.000531619880348444, 'm': 0.9994683861732483}), ('i', {'f': 0.0046075377613306046, 'm': 0.9953924417495728}), ('n', {'f': 0.00011487639130791649, 'm': 0.999885082244873})]",test
chopper,ʃOpɛʁ,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('h', {'f': 0.023787114769220352, 'm': 0.9762128591537476}), ('o', {'f': 0.04475756362080574, 'm': 0.9552424550056458}), ('p', {'f': 0.045096900314092636, 'm': 0.9549031257629395}), ('p', {'f': 0.02763599343597889, 'm': 0.972364068031311}), ('e', {'f': 0.5100740790367126, 'm': 0.48992592096328735}), ('r', {'f': 0.0009370301850140095, 'm': 0.9990629553794861})]",test
lignage,liɲaʒ,m,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('i', {'f': 0.020677616819739342, 'm': 0.9793223738670349}), ('g', {'f': 0.01845373772084713, 'm': 0.9815462231636047}), ('n', {'f': 0.0013739407295361161, 'm': 0.9986261129379272}), ('a', {'f': 0.6740487813949585, 'm': 0.3259511888027191}), ('g', {'f': 0.005820230580866337, 'm': 0.9941798448562622}), ('e', {'f': 0.00021432216453831643, 'm': 0.9997857213020325})]",test
brugnon,bʁyɲ2,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('r', {'f': 0.007942020893096924, 'm': 0.9920579791069031}), ('u', {'f': 0.005005211569368839, 'm': 0.9949947595596313}), ('g', {'f': 0.006154132541269064, 'm': 0.9938458800315857}), ('n', {'f': 0.0002775483881123364, 'm': 0.999722421169281}), ('o', {'f': 0.004756283480674028, 'm': 0.9952437281608582}), ('n', {'f': 0.0024536617565900087, 'm': 0.997546374797821})]",test
routine,ʁutin,f,f,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('o', {'f': 0.02457413449883461, 'm': 0.9754258990287781}), ('u', {'f': 0.002144588390365243, 'm': 0.9978553652763367}), ('t', {'f': 0.006993383169174194, 'm': 0.9930065870285034}), ('i', {'f': 0.04056818038225174, 'm': 0.9594318270683289}), ('n', {'f': 0.01849648728966713, 'm': 0.9815034866333008}), ('e', {'f': 0.9997480511665344, 'm': 0.000251974503044039})]",test
bengali,b3gali,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('e', {'f': 0.04467272758483887, 'm': 0.9553272128105164}), ('n', {'f': 0.0016850469401106238, 'm': 0.9983149766921997}), ('g', {'f': 0.00016613474872428924, 'm': 0.9998338222503662}), ('a', {'f': 0.6055969595909119, 'm': 0.39440304040908813}), ('l', {'f': 0.004137932788580656, 'm': 0.9958620071411133}), ('i', {'f': 0.0024880191776901484, 'm': 0.9975119829177856})]",test
broyeur,bʁwajœʁ,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('r', {'f': 0.007942020893096924, 'm': 0.9920579791069031}), ('o', {'f': 0.014414091594517231, 'm': 0.9855858683586121}), ('y', {'f': 0.02275325544178486, 'm': 0.9772467613220215}), ('e', {'f': 0.2920238971710205, 'm': 0.7079760432243347}), ('u', {'f': 0.0027114450931549072, 'm': 0.9972885847091675}), ('r', {'f': 0.004177706316113472, 'm': 0.9958223104476929})]",test
asocial,asOsjal,m,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('s', {'f': 0.046079009771347046, 'm': 0.9539210200309753}), ('o', {'f': 0.016242610290646553, 'm': 0.9837573170661926}), ('c', {'f': 0.035714905709028244, 'm': 0.9642850756645203}), ('i', {'f': 0.007446600124239922, 'm': 0.9925534129142761}), ('a', {'f': 0.7815192341804504, 'm': 0.21848075091838837}), ('l', {'f': 0.002084700157865882, 'm': 0.9979153275489807})]",test
gineste,ʒinɛst,m,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('i', {'f': 0.004490021150559187, 'm': 0.9955099821090698}), ('n', {'f': 0.0024509832728654146, 'm': 0.9975489974021912}), ('e', {'f': 0.99874347448349, 'm': 0.0012566049117594957}), ('s', {'f': 0.9552492499351501, 'm': 0.044750817120075226}), ('t', {'f': 0.021373724564909935, 'm': 0.9786262512207031}), ('e', {'f': 0.2045043408870697, 'm': 0.7954956293106079})]",test
calibre,kalibʁ,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('a', {'f': 0.5353248119354248, 'm': 0.46467524766921997}), ('l', {'f': 0.00226806104183197, 'm': 0.9977319240570068}), ('i', {'f': 0.0066511924378573895, 'm': 0.9933487772941589}), ('b', {'f': 0.2773860692977905, 'm': 0.7226139903068542}), ('r', {'f': 0.0018047763733193278, 'm': 0.998195230960846}), ('e', {'f': 0.002395935356616974, 'm': 0.9976040720939636})]",test
haillon,aj2,m,m,"[('h', {'f': 0.13247181475162506, 'm': 0.8675282001495361}), ('a', {'f': 0.7498143911361694, 'm': 0.2501855492591858}), ('i', {'f': 0.016491245478391647, 'm': 0.9835087656974792}), ('l', {'f': 0.0032567328307777643, 'm': 0.9967432618141174}), ('l', {'f': 0.0036754447501152754, 'm': 0.9963244795799255}), ('o', {'f': 0.011588127352297306, 'm': 0.9884118437767029}), ('n', {'f': 0.000655480136629194, 'm': 0.999344527721405})]",test
salaire,salɛʁ,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('a', {'f': 0.7645266652107239, 'm': 0.2354733645915985}), ('l', {'f': 0.003760251682251692, 'm': 0.9962397813796997}), ('a', {'f': 0.2650192081928253, 'm': 0.7349808216094971}), ('i', {'f': 0.002173685235902667, 'm': 0.9978262782096863}), ('r', {'f': 0.012172210961580276, 'm': 0.9878277778625488}), ('e', {'f': 0.00515215378254652, 'm': 0.9948478937149048})]",test
losange,lOz1ʒ,f,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('o', {'f': 0.04339984804391861, 'm': 0.9566001892089844}), ('s', {'f': 0.0034659819211810827, 'm': 0.996533989906311}), ('a', {'f': 0.3520049452781677, 'm': 0.6479950547218323}), ('n', {'f': 7.493292650906369e-05, 'm': 0.9999250173568726}), ('g', {'f': 0.0020213413517922163, 'm': 0.9979786276817322}), ('e', {'f': 0.9483641386032104, 'm': 0.05163586884737015})]",test
germain,ʒɛʁm3,m,m,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('e', {'f': 0.011644693091511726, 'm': 0.988355278968811}), ('r', {'f': 0.004654593300074339, 'm': 0.995345413684845}), ('m', {'f': 0.0304848812520504, 'm': 0.9695150852203369}), ('a', {'f': 0.08102571964263916, 'm': 0.9189743399620056}), ('i', {'f': 0.0018911112565547228, 'm': 0.9981088638305664}), ('n', {'f': 0.27511030435562134, 'm': 0.7248896956443787})]",test
steamer,stimœʁ,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('t', {'f': 0.2640637159347534, 'm': 0.7359362840652466}), ('e', {'f': 0.02841922827064991, 'm': 0.9715808033943176}), ('a', {'f': 0.10575205832719803, 'm': 0.8942479491233826}), ('m', {'f': 0.0007243499858304858, 'm': 0.9992756247520447}), ('e', {'f': 0.02003617212176323, 'm': 0.9799638390541077}), ('r', {'f': 0.006237371824681759, 'm': 0.9937626719474792})]",test
flamand,flam1,m,m,"[('f', {'f': 0.10798577219247818, 'm': 0.89201420545578}), ('l', {'f': 0.006965909618884325, 'm': 0.9930341243743896}), ('a', {'f': 0.48206421732902527, 'm': 0.5179357528686523}), ('m', {'f': 0.004445221740752459, 'm': 0.9955547451972961}), ('a', {'f': 0.17213810980319977, 'm': 0.8278619050979614}), ('n', {'f': 0.0004791472165379673, 'm': 0.9995208978652954}), ('d', {'f': 0.0215762909501791, 'm': 0.9784237742424011})]",test
frichti,fʁiʃti,m,m,"[('f', {'f': 0.10798577219247818, 'm': 0.89201420545578}), ('r', {'f': 0.01700342446565628, 'm': 0.9829965829849243}), ('i', {'f': 0.022442130371928215, 'm': 0.977557897567749}), ('c', {'f': 0.05118219554424286, 'm': 0.948817789554596}), ('h', {'f': 0.0022435341961681843, 'm': 0.9977565407752991}), ('t', {'f': 0.00930341798812151, 'm': 0.9906965494155884}), ('i', {'f': 0.0299842469394207, 'm': 0.9700157642364502})]",test
maçonne,masɔn,f,f,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('ç', {'f': 0.06778000295162201, 'm': 0.9322200417518616}), ('o', {'f': 0.030848663300275803, 'm': 0.9691513776779175}), ('n', {'f': 0.02692444436252117, 'm': 0.9730755686759949}), ('n', {'f': 0.0006562280468642712, 'm': 0.9993438124656677}), ('e', {'f': 0.9774995446205139, 'm': 0.022500386461615562})]",test
tournis,tuʁni,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('o', {'f': 0.09907139837741852, 'm': 0.9009286761283875}), ('u', {'f': 0.0027491904329508543, 'm': 0.9972508549690247}), ('r', {'f': 0.004766037221997976, 'm': 0.995233952999115}), ('n', {'f': 0.0026784625370055437, 'm': 0.9973215460777283}), ('i', {'f': 0.0011001738021150231, 'm': 0.9988998174667358}), ('s', {'f': 0.0017999585252255201, 'm': 0.9982000589370728})]",test
parlant,paʁl1,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('a', {'f': 0.7065708637237549, 'm': 0.2934291362762451}), ('r', {'f': 0.0043341931886971, 'm': 0.9956658482551575}), ('l', {'f': 0.001808913890272379, 'm': 0.9981910586357117}), ('a', {'f': 0.6179087162017822, 'm': 0.3820912837982178}), ('n', {'f': 5.9170106396777555e-05, 'm': 0.9999408721923828}), ('t', {'f': 0.00196669134311378, 'm': 0.998033344745636})]",test
braille,bʁaj,f,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('r', {'f': 0.007942020893096924, 'm': 0.9920579791069031}), ('a', {'f': 0.391810804605484, 'm': 0.6081891059875488}), ('i', {'f': 0.004558071028441191, 'm': 0.9954419136047363}), ('l', {'f': 0.0027958201244473457, 'm': 0.9972041845321655}), ('l', {'f': 0.0014488794840872288, 'm': 0.998551070690155}), ('e', {'f': 0.9979565143585205, 'm': 0.002043441403657198})]",test
raccord,ʁakɔʁ,m,m,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('a', {'f': 0.6125118136405945, 'm': 0.38748815655708313}), ('c', {'f': 0.010133457370102406, 'm': 0.9898664951324463}), ('c', {'f': 0.016096847131848335, 'm': 0.983903169631958}), ('o', {'f': 0.020589016377925873, 'm': 0.9794110059738159}), ('r', {'f': 0.0052373879589140415, 'm': 0.9947625994682312}), ('d', {'f': 0.008117042481899261, 'm': 0.9918829202651978})]",test
puisard,pɥizaʁ,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('u', {'f': 0.0467645637691021, 'm': 0.9532354474067688}), ('i', {'f': 0.0325307734310627, 'm': 0.9674692153930664}), ('s', {'f': 0.006242093630135059, 'm': 0.993757963180542}), ('a', {'f': 0.6537918448448181, 'm': 0.34620824456214905}), ('r', {'f': 0.0014245184138417244, 'm': 0.9985754489898682}), ('d', {'f': 0.041870150715112686, 'm': 0.9581298828125})]",test
luthier,lytje,m,m,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('u', {'f': 0.008242164738476276, 'm': 0.9917578101158142}), ('t', {'f': 0.010885070078074932, 'm': 0.9891149997711182}), ('h', {'f': 0.09531302750110626, 'm': 0.9046869874000549}), ('i', {'f': 0.016278071328997612, 'm': 0.983721911907196}), ('e', {'f': 0.9995933175086975, 'm': 0.0004066934925504029}), ('r', {'f': 0.00043952642590738833, 'm': 0.9995604157447815})]",test
pirogue,piʁɔg,m,f,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('i', {'f': 0.061819177120923996, 'm': 0.9381808638572693}), ('r', {'f': 0.008339287713170052, 'm': 0.9916607737541199}), ('o', {'f': 0.04097753018140793, 'm': 0.9590224623680115}), ('g', {'f': 0.0030997488647699356, 'm': 0.9969003200531006}), ('u', {'f': 0.0006056209676899016, 'm': 0.999394416809082}), ('e', {'f': 0.03342432528734207, 'm': 0.9665756821632385})]",test
jumelle,ʒymɛl,f,f,"[('j', {'f': 0.3676781952381134, 'm': 0.632321834564209}), ('u', {'f': 0.05370067059993744, 'm': 0.9462993741035461}), ('m', {'f': 0.0477701760828495, 'm': 0.9522298574447632}), ('e', {'f': 0.35031384229660034, 'm': 0.6496861577033997}), ('l', {'f': 0.10983074456453323, 'm': 0.8901692628860474}), ('l', {'f': 0.02245105616748333, 'm': 0.9775490164756775}), ('e', {'f': 0.903226912021637, 'm': 0.09677305817604065})]",test
dabuche,dabyʃ,f,f,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('a', {'f': 0.6878436207771301, 'm': 0.3121563494205475}), ('b', {'f': 0.0029149127658456564, 'm': 0.9970850348472595}), ('u', {'f': 0.0034149507991969585, 'm': 0.9965850114822388}), ('c', {'f': 0.004394349176436663, 'm': 0.9956056475639343}), ('h', {'f': 0.005203354638069868, 'm': 0.9947966933250427}), ('e', {'f': 0.9586772322654724, 'm': 0.04132279008626938})]",test
brigand,bʁig1,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('r', {'f': 0.007942020893096924, 'm': 0.9920579791069031}), ('i', {'f': 0.008683144114911556, 'm': 0.9913167953491211}), ('g', {'f': 0.10282707959413528, 'm': 0.8971729278564453}), ('a', {'f': 0.8804382681846619, 'm': 0.11956172436475754}), ('n', {'f': 0.00026253602118231356, 'm': 0.9997374415397644}), ('d', {'f': 0.08990273624658585, 'm': 0.9100973010063171})]",test
monteur,m2tœʁ,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('o', {'f': 0.08861862123012543, 'm': 0.9113813042640686}), ('n', {'f': 0.002029113005846739, 'm': 0.9979708790779114}), ('t', {'f': 0.0004388170491438359, 'm': 0.9995611310005188}), ('e', {'f': 0.7947169542312622, 'm': 0.205283060669899}), ('u', {'f': 0.003075089305639267, 'm': 0.9969249367713928}), ('r', {'f': 0.007239460479468107, 'm': 0.9927605390548706})]",test
concept,k2sɛpt,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('o', {'f': 0.044636357575654984, 'm': 0.9553636908531189}), ('n', {'f': 0.014783386141061783, 'm': 0.9852166175842285}), ('c', {'f': 0.0012494093971326947, 'm': 0.9987505674362183}), ('e', {'f': 0.9685125946998596, 'm': 0.03148740902543068}), ('p', {'f': 0.10279049724340439, 'm': 0.8972094655036926}), ('t', {'f': 0.004642854910343885, 'm': 0.995357096195221})]",test
sextant,sEkst1,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('e', {'f': 0.9940012097358704, 'm': 0.005998777691274881}), ('x', {'f': 0.015867283567786217, 'm': 0.9841327667236328}), ('t', {'f': 0.03292769938707352, 'm': 0.9670723676681519}), ('a', {'f': 0.48011910915374756, 'm': 0.5198808312416077}), ('n', {'f': 0.0014871038729324937, 'm': 0.9985129237174988}), ('t', {'f': 0.0012752951588481665, 'm': 0.998724639415741})]",test
tralala,tʁalala,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('r', {'f': 0.2572518587112427, 'm': 0.7427481412887573}), ('a', {'f': 0.17097723484039307, 'm': 0.8290227651596069}), ('l', {'f': 0.00036977659328840673, 'm': 0.9996302127838135}), ('a', {'f': 0.15530332922935486, 'm': 0.8446966409683228}), ('l', {'f': 0.0003935598360840231, 'm': 0.9996064305305481}), ('a', {'f': 0.11956737190485, 'm': 0.8804326057434082})]",test
rudesse,ʁydɛs,f,f,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('u', {'f': 0.01948932372033596, 'm': 0.9805106520652771}), ('d', {'f': 0.006725887302309275, 'm': 0.9932740926742554}), ('e', {'f': 0.8558598756790161, 'm': 0.1441401243209839}), ('s', {'f': 0.5988004803657532, 'm': 0.4011995494365692}), ('s', {'f': 0.052769411355257034, 'm': 0.9472306370735168}), ('e', {'f': 0.9953579306602478, 'm': 0.004642031155526638})]",test
fermeté,fɛʁməte,f,f,"[('f', {'f': 0.10798577219247818, 'm': 0.89201420545578}), ('e', {'f': 0.3504653573036194, 'm': 0.6495345830917358}), ('r', {'f': 0.02459939941763878, 'm': 0.9754005670547485}), ('m', {'f': 0.07917598634958267, 'm': 0.9208239912986755}), ('e', {'f': 0.6567394137382507, 'm': 0.34326058626174927}), ('t', {'f': 0.024663425981998444, 'm': 0.975336492061615}), ('é', {'f': 0.9754008054733276, 'm': 0.024599172174930573})]",test
skipper,skipœʁ,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('k', {'f': 0.1225745677947998, 'm': 0.8774253726005554}), ('i', {'f': 0.004954443778842688, 'm': 0.99504554271698}), ('p', {'f': 0.0025745853781700134, 'm': 0.997425377368927}), ('p', {'f': 0.00395539216697216, 'm': 0.9960446357727051}), ('e', {'f': 0.017042264342308044, 'm': 0.982957661151886}), ('r', {'f': 0.0004349997907411307, 'm': 0.9995649456977844})]",test
casseur,kasœʁ,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('a', {'f': 0.5353248119354248, 'm': 0.46467524766921997}), ('s', {'f': 0.023437857627868652, 'm': 0.9765620827674866}), ('s', {'f': 0.002061329549178481, 'm': 0.9979386925697327}), ('e', {'f': 0.8219608664512634, 'm': 0.178039088845253}), ('u', {'f': 0.0065073613077402115, 'm': 0.9934926629066467}), ('r', {'f': 0.004459818359464407, 'm': 0.995540201663971})]",test
poupard,pupaʁ,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('o', {'f': 0.09515640884637833, 'm': 0.9048436284065247}), ('u', {'f': 0.02354958839714527, 'm': 0.9764503836631775}), ('p', {'f': 0.02296185865998268, 'm': 0.9770381450653076}), ('a', {'f': 0.2422221302986145, 'm': 0.7577778100967407}), ('r', {'f': 0.0006257450440898538, 'm': 0.9993743300437927}), ('d', {'f': 0.002966346452012658, 'm': 0.9970335960388184})]",test
clampin,kl1p3,m,m,"[('c', {'f': 0.05024424567818642, 'm': 0.9497557878494263}), ('l', {'f': 0.010327835567295551, 'm': 0.9896721839904785}), ('a', {'f': 0.5058793425559998, 'm': 0.49412059783935547}), ('m', {'f': 0.0032934914343059063, 'm': 0.9967065453529358}), ('p', {'f': 0.00643870048224926, 'm': 0.9935612678527832}), ('i', {'f': 0.0014428391586989164, 'm': 0.9985571503639221}), ('n', {'f': 0.0003928199002984911, 'm': 0.9996071457862854})]",test
limande,lim1d,f,f,"[('l', {'f': 0.03586263582110405, 'm': 0.9641373157501221}), ('i', {'f': 0.020677616819739342, 'm': 0.9793223738670349}), ('m', {'f': 0.008631519041955471, 'm': 0.9913684725761414}), ('a', {'f': 0.17294514179229736, 'm': 0.8270548582077026}), ('n', {'f': 7.739413558738306e-05, 'm': 0.9999226331710815}), ('d', {'f': 0.03742970526218414, 'm': 0.9625703692436218}), ('e', {'f': 0.9829166531562805, 'm': 0.01708338037133217})]",test
marieur,maʁjœʁ,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('r', {'f': 0.05060015991330147, 'm': 0.9493997693061829}), ('i', {'f': 0.020381849259138107, 'm': 0.9796181321144104}), ('e', {'f': 0.9999270439147949, 'm': 7.297476258827373e-05}), ('u', {'f': 0.054075222462415695, 'm': 0.945924699306488}), ('r', {'f': 0.0022080347407609224, 'm': 0.9977920055389404})]",test
pisteur,pistœʁ,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('i', {'f': 0.061819177120923996, 'm': 0.9381808638572693}), ('s', {'f': 0.02575717866420746, 'm': 0.9742428660392761}), ('t', {'f': 0.2641880512237549, 'm': 0.7358119487762451}), ('e', {'f': 0.08133324235677719, 'm': 0.9186667799949646}), ('u', {'f': 0.0017854756442829967, 'm': 0.998214602470398}), ('r', {'f': 0.0006348798633553088, 'm': 0.9993651509284973})]",test
dattier,datje,m,m,"[('d', {'f': 0.08692196011543274, 'm': 0.9130780696868896}), ('a', {'f': 0.6878436207771301, 'm': 0.3121563494205475}), ('t', {'f': 0.002235891530290246, 'm': 0.9977641105651855}), ('t', {'f': 0.08411349356174469, 'm': 0.9158864617347717}), ('i', {'f': 0.0033126934431493282, 'm': 0.9966873526573181}), ('e', {'f': 0.9999803304672241, 'm': 1.9680957848322578e-05}), ('r', {'f': 0.001479711034335196, 'm': 0.9985203146934509})]",test
uranium,yʁanjɔm,m,m,"[('u', {'f': 0.02316923625767231, 'm': 0.9768307209014893}), ('r', {'f': 0.16524486243724823, 'm': 0.8347551226615906}), ('a', {'f': 0.7698776721954346, 'm': 0.23012229800224304}), ('n', {'f': 0.00038743033655919135, 'm': 0.9996126294136047}), ('i', {'f': 0.002518325811251998, 'm': 0.997481644153595}), ('u', {'f': 0.007113880477845669, 'm': 0.9928861260414124}), ('m', {'f': 0.01854103058576584, 'm': 0.9814589023590088})]",test
inverti,3vɛʁti,m,m,"[('i', {'f': 0.03429368883371353, 'm': 0.9657063484191895}), ('n', {'f': 0.002147252671420574, 'm': 0.9978528022766113}), ('v', {'f': 0.2335844486951828, 'm': 0.766415536403656}), ('e', {'f': 0.8771738409996033, 'm': 0.12282612919807434}), ('r', {'f': 0.0003863303572870791, 'm': 0.9996137022972107}), ('t', {'f': 0.018036002293229103, 'm': 0.9819639921188354}), ('i', {'f': 0.06886497139930725, 'm': 0.9311350584030151})]",test
secours,səkuʁ,m,m,"[('s', {'f': 0.051552824676036835, 'm': 0.9484471082687378}), ('e', {'f': 0.9940012097358704, 'm': 0.005998777691274881}), ('c', {'f': 0.028543272987008095, 'm': 0.97145676612854}), ('o', {'f': 0.12541666626930237, 'm': 0.8745833039283752}), ('u', {'f': 0.0050637805834412575, 'm': 0.9949362277984619}), ('r', {'f': 0.020680885761976242, 'm': 0.979319155216217}), ('s', {'f': 0.006688718684017658, 'm': 0.9933112859725952})]",test
banyuls,banjyl,m,m,"[('b', {'f': 0.14102967083454132, 'm': 0.8589703440666199}), ('a', {'f': 0.5108013153076172, 'm': 0.48919862508773804}), ('n', {'f': 0.0005614642286673188, 'm': 0.999438464641571}), ('y', {'f': 0.14564557373523712, 'm': 0.8543544411659241}), ('u', {'f': 0.0025478762108832598, 'm': 0.9974520802497864}), ('l', {'f': 0.006184570025652647, 'm': 0.9938154220581055}), ('s', {'f': 0.0057343123480677605, 'm': 0.9942657351493835})]",test
rivière,ʁivjɛʁ,f,f,"[('r', {'f': 0.04543609917163849, 'm': 0.9545638561248779}), ('i', {'f': 0.02379702590405941, 'm': 0.9762029647827148}), ('v', {'f': 0.31357860565185547, 'm': 0.6864214539527893}), ('i', {'f': 0.013979470357298851, 'm': 0.9860205054283142}), ('è', {'f': 0.1772981584072113, 'm': 0.8227018713951111}), ('r', {'f': 0.0006396417738869786, 'm': 0.9993603825569153}), ('e', {'f': 0.9998900890350342, 'm': 0.00010994123294949532})]",test
matheux,matø,m,m,"[('m', {'f': 0.1316004991531372, 'm': 0.8683995008468628}), ('a', {'f': 0.32343441247940063, 'm': 0.6765655875205994}), ('t', {'f': 0.021470608189702034, 'm': 0.9785294532775879}), ('h', {'f': 0.044127997010946274, 'm': 0.9558719396591187}), ('e', {'f': 0.07408202439546585, 'm': 0.9259180426597595}), ('u', {'f': 0.0037221561651676893, 'm': 0.9962778687477112}), ('x', {'f': 0.00672504585236311, 'm': 0.9932749271392822})]",test
village,vilaʒ,m,m,"[('v', {'f': 0.4955357015132904, 'm': 0.5044642686843872}), ('i', {'f': 0.09542352706193924, 'm': 0.9045764803886414}), ('l', {'f': 0.020356208086013794, 'm': 0.9796438217163086}), ('l', {'f': 0.021194200962781906, 'm': 0.9788057208061218}), ('a', {'f': 0.9235872626304626, 'm': 0.07641272991895676}), ('g', {'f': 0.002868351526558399, 'm': 0.9971315860748291}), ('e', {'f': 0.002388875000178814, 'm': 0.9976111650466919})]",test
anglais,1glɛ,m,m,"[('a', {'f': 0.8042901754379272, 'm': 0.19570985436439514}), ('n', {'f': 0.0013957421761006117, 'm': 0.9986042380332947}), ('g', {'f': 0.004116123076528311, 'm': 0.9958838820457458}), ('l', {'f': 0.0021534611005336046, 'm': 0.9978464841842651}), ('a', {'f': 0.3835543394088745, 'm': 0.6164456605911255}), ('i', {'f': 0.003181259846314788, 'm': 0.9968186616897583}), ('s', {'f': 0.0024722444359213114, 'm': 0.9975277781486511})]",test
gencive,ʒ1siv,f,f,"[('g', {'f': 0.0452614389359951, 'm': 0.9547385573387146}), ('e', {'f': 0.011644693091511726, 'm': 0.988355278968811}), ('n', {'f': 0.001647263066843152, 'm': 0.9983527660369873}), ('c', {'f': 0.0033544350881129503, 'm': 0.9966455101966858}), ('i', {'f': 0.00483712088316679, 'm': 0.995162844657898}), ('v', {'f': 0.02637823112308979, 'm': 0.9736217260360718}), ('e', {'f': 0.9996015429496765, 'm': 0.000398480799049139})]",test
poulbot,pulbo,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('o', {'f': 0.09515640884637833, 'm': 0.9048436284065247}), ('u', {'f': 0.02354958839714527, 'm': 0.9764503836631775}), ('l', {'f': 0.006596655119210482, 'm': 0.9934033751487732}), ('b', {'f': 0.23457732796669006, 'm': 0.7654227018356323}), ('o', {'f': 0.019900549203157425, 'm': 0.9800993800163269}), ('t', {'f': 0.004457232542335987, 'm': 0.9955428242683411})]",test
tablier,tablije,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('a', {'f': 0.8562064170837402, 'm': 0.14379358291625977}), ('b', {'f': 0.007227814756333828, 'm': 0.9927721619606018}), ('l', {'f': 0.001915631117299199, 'm': 0.9980844259262085}), ('i', {'f': 0.003389589721336961, 'm': 0.9966103434562683}), ('e', {'f': 0.9988853335380554, 'm': 0.0011146531905978918}), ('r', {'f': 0.0002488383906893432, 'm': 0.9997511506080627})]",test
produit,pʁOdɥi,m,m,"[('p', {'f': 0.32748815417289734, 'm': 0.672511875629425}), ('r', {'f': 0.025996025651693344, 'm': 0.9740039706230164}), ('o', {'f': 0.043233394622802734, 'm': 0.9567666053771973}), ('d', {'f': 0.0059672934003174305, 'm': 0.9940326809883118}), ('u', {'f': 0.004886291455477476, 'm': 0.9951137900352478}), ('i', {'f': 0.012056676670908928, 'm': 0.9879433512687683}), ('t', {'f': 0.021842101588845253, 'm': 0.9781579375267029})]",test
tondeur,t2dœʁ,m,m,"[('t', {'f': 0.024667123332619667, 'm': 0.9753329157829285}), ('o', {'f': 0.09907139837741852, 'm': 0.9009286761283875}), ('n', {'f': 0.0029767754022032022, 'm': 0.9970231652259827}), ('d', {'f': 0.0013443230418488383, 'm': 0.9986556768417358}), ('e', {'f': 0.998921275138855, 'm': 0.0010787269566208124}), ('u', {'f': 0.014169381931424141, 'm': 0.9858306050300598}), ('r', {'f': 0.004176913294941187, 'm': 0.9958231449127197})]",test
