Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
flan,fl1,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('a', {'f': 0.07979101687669754, 'm': 0.9202090501785278}), ('l', {'f': 0.018521158024668694, 'm': 0.9814788103103638}), ('f', {'f': 0.0025169008877128363, 'm': 0.9974830746650696})]",test
vote,vɔt,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('o', {'f': 0.8028988242149353, 'm': 0.19710123538970947}), ('v', {'f': 0.9949986934661865, 'm': 0.00500129722058773})]",test
arum,aʁɔm,m,m,"[('m', {'f': 0.40836524963378906, 'm': 0.5916347503662109}), ('u', {'f': 0.29750657081604004, 'm': 0.70249342918396}), ('r', {'f': 0.07107754051685333, 'm': 0.9289224147796631}), ('a', {'f': 0.008331404067575932, 'm': 0.9916685819625854})]",test
drap,dʁa,m,m,"[('p', {'f': 0.34198784828186035, 'm': 0.6580120921134949}), ('a', {'f': 0.09391691535711288, 'm': 0.9060831069946289}), ('r', {'f': 0.019549481570720673, 'm': 0.9804505109786987}), ('d', {'f': 0.04650606960058212, 'm': 0.9534939527511597})]",test
joue,ʒu,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('u', {'f': 0.263929158449173, 'm': 0.7360708713531494}), ('o', {'f': 0.9169946908950806, 'm': 0.08300528675317764}), ('j', {'f': 0.9743841886520386, 'm': 0.025615783408284187})]",test
cône,kon,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('ô', {'f': 0.36488640308380127, 'm': 0.6351135969161987}), ('c', {'f': 0.16586031019687653, 'm': 0.8341396450996399})]",test
oued,wɛd,m,m,"[('d', {'f': 0.4215891361236572, 'm': 0.5784108638763428}), ('e', {'f': 0.06361756473779678, 'm': 0.9363824129104614}), ('u', {'f': 0.10881595313549042, 'm': 0.8911839723587036}), ('o', {'f': 0.010034737177193165, 'm': 0.9899652600288391})]",test
aède,aɛd,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('è', {'f': 0.5906931161880493, 'm': 0.4093068242073059}), ('a', {'f': 0.4825141131877899, 'm': 0.5174858570098877})]",test
baie,bɛ,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('a', {'f': 0.9111580848693848, 'm': 0.08884195238351822}), ('b', {'f': 0.9966745376586914, 'm': 0.003325421130284667})]",test
bras,bʁa,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('a', {'f': 0.04377080500125885, 'm': 0.9562292098999023}), ('r', {'f': 0.006100088823586702, 'm': 0.993899941444397}), ('b', {'f': 0.004492857027798891, 'm': 0.9955071210861206})]",test
suée,sɥe,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('é', {'f': 0.37474194169044495, 'm': 0.6252580881118774}), ('u', {'f': 0.6671130657196045, 'm': 0.3328869342803955}), ('s', {'f': 0.8676034808158875, 'm': 0.13239659368991852})]",test
azur,azyʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('u', {'f': 0.13897423446178436, 'm': 0.8610257506370544}), ('z', {'f': 0.11556285619735718, 'm': 0.8844372034072876}), ('a', {'f': 0.03810567408800125, 'm': 0.9618942737579346})]",test
urée,yʁe,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('é', {'f': 0.37474194169044495, 'm': 0.6252580881118774}), ('r', {'f': 0.9508804082870483, 'm': 0.04911957308650017}), ('u', {'f': 0.9263504147529602, 'm': 0.07364959269762039})]",test
code,kɔd,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('o', {'f': 0.3939431309700012, 'm': 0.6060568690299988}), ('c', {'f': 0.3122986853122711, 'm': 0.6877012848854065})]",test
jury,ʒyʁi,m,m,"[('y', {'f': 0.20791760087013245, 'm': 0.7920823693275452}), ('r', {'f': 0.12768137454986572, 'm': 0.8723185658454895}), ('u', {'f': 0.2975614070892334, 'm': 0.7024385929107666}), ('j', {'f': 0.11385121196508408, 'm': 0.8861488103866577})]",test
skaï,skaj,m,m,"[('ï', {'f': 0.497557133436203, 'm': 0.5024428963661194}), ('a', {'f': 0.20615193247795105, 'm': 0.7938480377197266}), ('k', {'f': 0.03831787779927254, 'm': 0.961682140827179}), ('s', {'f': 0.026555554941296577, 'm': 0.9734444618225098})]",test
dine,din,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('d', {'f': 0.6047243475914001, 'm': 0.39527568221092224})]",test
laps,laps,m,m,"[('s', {'f': 0.12935423851013184, 'm': 0.8706458210945129}), ('p', {'f': 0.10274013876914978, 'm': 0.8972598314285278}), ('a', {'f': 0.018959224224090576, 'm': 0.9810407757759094}), ('l', {'f': 0.015481908805668354, 'm': 0.9845181107521057})]",test
halo,alo,m,m,"[('o', {'f': 0.16738314926624298, 'm': 0.8326168656349182}), ('l', {'f': 0.24578218162059784, 'm': 0.754217803478241}), ('a', {'f': 0.08472564071416855, 'm': 0.9152743220329285}), ('h', {'f': 0.06780271232128143, 'm': 0.9321973323822021})]",test
pèze,pɛz,m,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('z', {'f': 0.0981745645403862, 'm': 0.9018254280090332}), ('è', {'f': 0.3892643451690674, 'm': 0.6107356548309326}), ('p', {'f': 0.24820655584335327, 'm': 0.7517934441566467})]",test
hâte,at,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('â', {'f': 0.9544787406921387, 'm': 0.04552122950553894}), ('h', {'f': 0.8341413140296936, 'm': 0.1658586859703064})]",test
gala,gala,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('l', {'f': 0.15771499276161194, 'm': 0.8422850370407104}), ('a', {'f': 0.563423752784729, 'm': 0.4365762174129486}), ('g', {'f': 0.38265061378479004, 'm': 0.61734938621521})]",test
soie,swa,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('o', {'f': 0.8699952363967896, 'm': 0.13000473380088806}), ('s', {'f': 0.7518742084503174, 'm': 0.248125821352005})]",test
bill,bil,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('l', {'f': 0.16570530831813812, 'm': 0.8342946767807007}), ('i', {'f': 0.011160987429320812, 'm': 0.9888389706611633}), ('b', {'f': 0.0014161794679239392, 'm': 0.9985837936401367})]",test
mayo,majo,m,f,"[('o', {'f': 0.16738314926624298, 'm': 0.8326168656349182}), ('y', {'f': 0.05410346761345863, 'm': 0.945896565914154}), ('a', {'f': 0.015381856821477413, 'm': 0.9846181869506836}), ('m', {'f': 0.02993573248386383, 'm': 0.9700642228126526})]",test
coin,kw3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('o', {'f': 0.02120804972946644, 'm': 0.9787919521331787}), ('c', {'f': 0.01257929764688015, 'm': 0.9874207377433777})]",test
pouf,puf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('u', {'f': 0.3393925726413727, 'm': 0.6606073975563049}), ('o', {'f': 0.04591470956802368, 'm': 0.9540852904319763}), ('p', {'f': 0.012180803343653679, 'm': 0.9878191947937012})]",test
filé,file,m,m,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('l', {'f': 0.18283085525035858, 'm': 0.8171691298484802}), ('i', {'f': 0.027560019865632057, 'm': 0.9724400043487549}), ('f', {'f': 0.0024050772190093994, 'm': 0.9975948929786682})]",test
paye,pɛj,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('y', {'f': 0.15466561913490295, 'm': 0.8453343510627747}), ('a', {'f': 0.2148461937904358, 'm': 0.785153865814209}), ('p', {'f': 0.23759223520755768, 'm': 0.7624077796936035})]",test
raki,ʁaki,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('k', {'f': 0.010281593538820744, 'm': 0.9897184371948242}), ('a', {'f': 0.0032405543606728315, 'm': 0.9967594742774963}), ('r', {'f': 0.003090394427999854, 'm': 0.9969096779823303})]",test
oeil,œj,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('i', {'f': 0.039683226495981216, 'm': 0.9603167772293091}), ('e', {'f': 0.010620195418596268, 'm': 0.9893798232078552}), ('o', {'f': 0.011779873631894588, 'm': 0.9882200956344604})]",test
piaf,pjaf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('a', {'f': 0.07713672518730164, 'm': 0.9228633046150208}), ('i', {'f': 0.013044508174061775, 'm': 0.986955463886261}), ('p', {'f': 0.013234187848865986, 'm': 0.9867658615112305})]",test
acre,akʁ,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('r', {'f': 0.29942020773887634, 'm': 0.700579822063446}), ('c', {'f': 0.11694411933422089, 'm': 0.8830558657646179}), ('a', {'f': 0.36610719561576843, 'm': 0.633892834186554})]",test
cube,kyb,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('b', {'f': 0.7551921010017395, 'm': 0.2448078989982605}), ('u', {'f': 0.2145637571811676, 'm': 0.78543621301651}), ('c', {'f': 0.5550292134284973, 'm': 0.4449707865715027})]",test
best,bɛst,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('s', {'f': 0.06970030069351196, 'm': 0.930299699306488}), ('e', {'f': 0.011088661849498749, 'm': 0.9889113903045654}), ('b', {'f': 0.051011353731155396, 'm': 0.948988676071167})]",test
lard,laʁ,m,m,"[('d', {'f': 0.4215891361236572, 'm': 0.5784108638763428}), ('r', {'f': 0.1338026523590088, 'm': 0.866197407245636}), ('a', {'f': 0.016730478033423424, 'm': 0.9832695722579956}), ('l', {'f': 0.015585190616548061, 'm': 0.98441481590271})]",test
suif,sɥif,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('i', {'f': 0.11600926518440247, 'm': 0.8839907646179199}), ('u', {'f': 0.07976912707090378, 'm': 0.9202308058738708}), ('s', {'f': 0.004236381966620684, 'm': 0.9957635402679443})]",test
flop,flɔp,m,m,"[('p', {'f': 0.34198784828186035, 'm': 0.6580120921134949}), ('o', {'f': 0.08482380211353302, 'm': 0.915176272392273}), ('l', {'f': 0.1661289483308792, 'm': 0.833871066570282}), ('f', {'f': 0.047991786152124405, 'm': 0.9520081877708435})]",test
loge,lɔʒ,m,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('g', {'f': 0.07964503020048141, 'm': 0.9203550219535828}), ('o', {'f': 0.13857726752758026, 'm': 0.8614227771759033}), ('l', {'f': 0.3214775025844574, 'm': 0.6785224676132202})]",test
grog,gʁɔg,m,m,"[('g', {'f': 0.3524509072303772, 'm': 0.647549033164978}), ('o', {'f': 0.06190674379467964, 'm': 0.9380932450294495}), ('r', {'f': 0.014812487177550793, 'm': 0.9851875305175781}), ('g', {'f': 0.020412568002939224, 'm': 0.9795874357223511})]",test
luth,lyt,m,m,"[('h', {'f': 0.25278782844543457, 'm': 0.7472121715545654}), ('t', {'f': 0.07538443058729172, 'm': 0.9246155619621277}), ('u', {'f': 0.4234026372432709, 'm': 0.5765973925590515}), ('l', {'f': 0.08125203102827072, 'm': 0.9187479615211487})]",test
info,3fo,m,f,"[('o', {'f': 0.16738314926624298, 'm': 0.8326168656349182}), ('f', {'f': 0.17494463920593262, 'm': 0.8250554203987122}), ('n', {'f': 0.05314002186059952, 'm': 0.9468599557876587}), ('i', {'f': 0.01360764354467392, 'm': 0.9863923192024231})]",test
reçu,ʁəsy,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('ç', {'f': 0.13674470782279968, 'm': 0.8632552623748779}), ('e', {'f': 0.032426994293928146, 'm': 0.9675729870796204}), ('r', {'f': 0.010175323113799095, 'm': 0.9898247122764587})]",test
vice,vis,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('i', {'f': 0.03382909297943115, 'm': 0.9661709070205688}), ('v', {'f': 0.577957034111023, 'm': 0.42204299569129944})]",test
roue,ʁu,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('u', {'f': 0.263929158449173, 'm': 0.7360708713531494}), ('o', {'f': 0.9169946908950806, 'm': 0.08300528675317764}), ('r', {'f': 0.9835989475250244, 'm': 0.016401086002588272})]",test
parc,paʁk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('r', {'f': 0.26287469267845154, 'm': 0.7371252775192261}), ('a', {'f': 0.017363805323839188, 'm': 0.9826362133026123}), ('p', {'f': 0.005352793261408806, 'm': 0.994647204875946})]",test
file,fil,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('l', {'f': 0.3673112094402313, 'm': 0.6326887607574463}), ('i', {'f': 0.2933405637741089, 'm': 0.7066594362258911}), ('f', {'f': 0.8697636723518372, 'm': 0.13023634254932404})]",test
bloc,blɔk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('o', {'f': 0.050291433930397034, 'm': 0.9497085809707642}), ('l', {'f': 0.08871079981327057, 'm': 0.9112892746925354}), ('b', {'f': 0.01062727253884077, 'm': 0.9893726706504822})]",test
film,film,m,m,"[('m', {'f': 0.40836524963378906, 'm': 0.5916347503662109}), ('l', {'f': 0.584195077419281, 'm': 0.4158049523830414}), ('i', {'f': 0.06481455266475677, 'm': 0.9351854920387268}), ('f', {'f': 0.0026096957735717297, 'm': 0.9973903298377991})]",test
volt,vɔlt,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('l', {'f': 0.15377935767173767, 'm': 0.8462206125259399}), ('o', {'f': 0.0429755300283432, 'm': 0.9570243954658508}), ('v', {'f': 0.1526058167219162, 'm': 0.8473942279815674})]",test
croc,kʁo,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('o', {'f': 0.050291433930397034, 'm': 0.9497085809707642}), ('r', {'f': 0.050317734479904175, 'm': 0.9496822357177734}), ('c', {'f': 0.011389658786356449, 'm': 0.9886103272438049})]",test
soul,sul,m,f,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('u', {'f': 0.146660715341568, 'm': 0.8533392548561096}), ('o', {'f': 0.0187908373773098, 'm': 0.9812090992927551}), ('s', {'f': 0.011237851344048977, 'm': 0.9887621998786926})]",test
test,tɛst,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('s', {'f': 0.06970030069351196, 'm': 0.930299699306488}), ('e', {'f': 0.011088661849498749, 'm': 0.9889113903045654}), ('t', {'f': 0.008377889171242714, 'm': 0.9916220903396606})]",test
puce,pys,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('u', {'f': 0.10751871019601822, 'm': 0.89248126745224}), ('p', {'f': 0.5488075017929077, 'm': 0.45119255781173706})]",test
race,ʁas,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('c', {'f': 0.07404805719852448, 'm': 0.9259519577026367}), ('a', {'f': 0.4363909959793091, 'm': 0.5636090040206909}), ('r', {'f': 0.7074762582778931, 'm': 0.2925238013267517})]",test
aine,ɛn,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('a', {'f': 0.905653178691864, 'm': 0.09434685856103897})]",test
sève,sɛv,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('v', {'f': 0.5894190073013306, 'm': 0.41058093309402466}), ('è', {'f': 0.8851298093795776, 'm': 0.11487019062042236}), ('s', {'f': 0.669776439666748, 'm': 0.3302236497402191})]",test
salé,sale,m,m,"[('é', {'f': 0.21532738208770752, 'm': 0.7846726179122925}), ('l', {'f': 0.18283085525035858, 'm': 0.8171691298484802}), ('a', {'f': 0.035677991807460785, 'm': 0.9643219709396362}), ('s', {'f': 0.01759539544582367, 'm': 0.9824046492576599})]",test
gril,gʁil,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('i', {'f': 0.039683226495981216, 'm': 0.9603167772293091}), ('r', {'f': 0.010009628720581532, 'm': 0.9899903535842896}), ('g', {'f': 0.006690318696200848, 'm': 0.993309736251831})]",test
oeuf,œf,m,m,"[('f', {'f': 0.368358314037323, 'm': 0.631641685962677}), ('u', {'f': 0.3393925726413727, 'm': 0.6606073975563049}), ('e', {'f': 0.08141618221998215, 'm': 0.9185837507247925}), ('o', {'f': 0.03575601801276207, 'm': 0.9642439484596252})]",test
girl,gœʁl,m,f,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('r', {'f': 0.31352049112319946, 'm': 0.6864795088768005}), ('i', {'f': 0.04313027858734131, 'm': 0.9568697214126587}), ('g', {'f': 0.010708817280828953, 'm': 0.989291250705719})]",test
bull,byl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('l', {'f': 0.16570530831813812, 'm': 0.8342946767807007}), ('u', {'f': 0.042748551815748215, 'm': 0.9572514295578003}), ('b', {'f': 0.0014758361503481865, 'm': 0.9985241293907166})]",test
date,dat,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('t', {'f': 0.20213682949543, 'm': 0.7978631854057312}), ('a', {'f': 0.7657163143157959, 'm': 0.2342837154865265}), ('d', {'f': 0.8202098608016968, 'm': 0.17979007959365845})]",test
bord,bɔʁ,m,m,"[('d', {'f': 0.4215891361236572, 'm': 0.5784108638763428}), ('r', {'f': 0.1338026523590088, 'm': 0.866197407245636}), ('o', {'f': 0.05613626167178154, 'm': 0.9438637495040894}), ('b', {'f': 0.0063223098404705524, 'm': 0.9936776757240295})]",test
talc,talk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('l', {'f': 0.1861894726753235, 'm': 0.8138104677200317}), ('a', {'f': 0.03855256363749504, 'm': 0.9614474773406982}), ('t', {'f': 0.020398765802383423, 'm': 0.9796012043952942})]",test
chou,ʃu,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('o', {'f': 0.28129497170448303, 'm': 0.7187050580978394}), ('h', {'f': 0.12224360555410385, 'm': 0.8777563571929932}), ('c', {'f': 0.021202338859438896, 'm': 0.9787976145744324})]",test
sumo,symo,m,m,"[('o', {'f': 0.16738314926624298, 'm': 0.8326168656349182}), ('m', {'f': 0.22423851490020752, 'm': 0.7757614254951477}), ('u', {'f': 0.22840258479118347, 'm': 0.7715973854064941}), ('s', {'f': 0.01480160839855671, 'm': 0.985198438167572})]",test
porc,pɔʁ,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('r', {'f': 0.26287469267845154, 'm': 0.7371252775192261}), ('o', {'f': 0.04880983754992485, 'm': 0.951190173625946}), ('p', {'f': 0.014851636253297329, 'm': 0.9851483106613159})]",test
truc,tʁyk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('u', {'f': 0.21964170038700104, 'm': 0.7803582549095154}), ('r', {'f': 0.09666523337364197, 'm': 0.9033347964286804}), ('t', {'f': 0.00958927907049656, 'm': 0.9904106855392456})]",test
imam,imam,m,m,"[('m', {'f': 0.40836524963378906, 'm': 0.5916347503662109}), ('a', {'f': 0.33626893162727356, 'm': 0.6637310981750488}), ('m', {'f': 0.5074796080589294, 'm': 0.4925204813480377}), ('i', {'f': 0.09023629873991013, 'm': 0.9097636938095093})]",test
soir,swaʁ,m,m,"[('r', {'f': 0.25047123432159424, 'm': 0.7495287656784058}), ('i', {'f': 0.06167031452059746, 'm': 0.9383296370506287}), ('o', {'f': 0.01203131303191185, 'm': 0.9879686832427979}), ('s', {'f': 0.010304910130798817, 'm': 0.9896950721740723})]",test
alfa,alfa,m,m,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('f', {'f': 0.5606520175933838, 'm': 0.4393479526042938}), ('l', {'f': 0.384167343378067, 'm': 0.6158326864242554}), ('a', {'f': 0.46590444445610046, 'm': 0.5340955257415771})]",test
rame,ʁam,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('m', {'f': 0.37704917788505554, 'm': 0.6229507923126221}), ('a', {'f': 0.7246172428131104, 'm': 0.27538278698921204}), ('r', {'f': 0.7791048884391785, 'm': 0.2208951711654663})]",test
mine,min,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('m', {'f': 0.6817951202392578, 'm': 0.31820493936538696})]",test
boom,bum,m,m,"[('m', {'f': 0.40836524963378906, 'm': 0.5916347503662109}), ('o', {'f': 0.18713805079460144, 'm': 0.812861979007721}), ('o', {'f': 0.05090910941362381, 'm': 0.9490908980369568}), ('b', {'f': 0.01163496170192957, 'm': 0.9883650541305542})]",test
jerk,dʒɛʁk,m,m,"[('k', {'f': 0.0775047317147255, 'm': 0.9224952459335327}), ('r', {'f': 0.07190146297216415, 'm': 0.9280984997749329}), ('e', {'f': 0.05990564078092575, 'm': 0.9400944113731384}), ('j', {'f': 0.027462908998131752, 'm': 0.972537100315094})]",test
haie,ɛ,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('a', {'f': 0.9111580848693848, 'm': 0.08884195238351822}), ('h', {'f': 0.9685976505279541, 'm': 0.03140237554907799})]",test
diva,diva,m,f,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('v', {'f': 0.7006423473358154, 'm': 0.29935768246650696}), ('i', {'f': 0.11314532160758972, 'm': 0.8868547081947327}), ('d', {'f': 0.36750301718711853, 'm': 0.6324970126152039})]",test
yali,jali,m,m,"[('i', {'f': 0.15706771612167358, 'm': 0.8429323434829712}), ('l', {'f': 0.03398833051323891, 'm': 0.9660117030143738}), ('a', {'f': 0.003921031951904297, 'm': 0.9960790276527405}), ('y', {'f': 0.002497880021110177, 'm': 0.9975021481513977})]",test
vide,vid,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('i', {'f': 0.25566208362579346, 'm': 0.7443379163742065}), ('v', {'f': 0.5817930102348328, 'm': 0.41820698976516724})]",test
rack,ʁak,m,m,"[('k', {'f': 0.0775047317147255, 'm': 0.9224952459335327}), ('c', {'f': 0.03921804949641228, 'm': 0.9607819318771362}), ('a', {'f': 0.009770210832357407, 'm': 0.9902297854423523}), ('r', {'f': 0.009736472740769386, 'm': 0.9902635812759399})]",test
arec,aʁɛk,m,m,"[('c', {'f': 0.21789169311523438, 'm': 0.7821083068847656}), ('e', {'f': 0.08944246917963028, 'm': 0.9105575680732727}), ('r', {'f': 0.05367939546704292, 'm': 0.9463205933570862}), ('a', {'f': 0.00914653018116951, 'm': 0.990853488445282})]",test
rain,ʁ3,m,m,"[('n', {'f': 0.3618972599506378, 'm': 0.6381027102470398}), ('i', {'f': 0.0953926220536232, 'm': 0.9046074151992798}), ('a', {'f': 0.012762228026986122, 'm': 0.987237811088562}), ('r', {'f': 0.00790449045598507, 'm': 0.9920955300331116})]",test
voie,vwa,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('i', {'f': 0.08696654438972473, 'm': 0.9130334258079529}), ('o', {'f': 0.8699952363967896, 'm': 0.13000473380088806}), ('v', {'f': 0.9883941411972046, 'm': 0.011605881154537201})]",test
flux,fly,m,m,"[('x', {'f': 0.3961098790168762, 'm': 0.6038901209831238}), ('u', {'f': 0.6004481911659241, 'm': 0.39955177903175354}), ('l', {'f': 0.04203541949391365, 'm': 0.9579645395278931}), ('f', {'f': 0.0027712120208889246, 'm': 0.9972288012504578})]",test
daim,d3,m,m,"[('m', {'f': 0.40836524963378906, 'm': 0.5916347503662109}), ('i', {'f': 0.2528078258037567, 'm': 0.7471922039985657}), ('a', {'f': 0.09743199497461319, 'm': 0.9025680422782898}), ('d', {'f': 0.07282750308513641, 'm': 0.9271724820137024})]",test
alma,alma,m,f,"[('a', {'f': 0.2717125415802002, 'm': 0.7282874584197998}), ('m', {'f': 0.32343417406082153, 'm': 0.6765657663345337}), ('l', {'f': 0.4524599313735962, 'm': 0.5475400686264038}), ('a', {'f': 0.45519009232521057, 'm': 0.5448099970817566})]",test
tout,tu,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('u', {'f': 0.4454438090324402, 'm': 0.5545561909675598}), ('o', {'f': 0.11940871179103851, 'm': 0.8805913329124451}), ('t', {'f': 0.029615426436066628, 'm': 0.9703845977783203})]",test
fine,fin,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('i', {'f': 0.1010248139500618, 'm': 0.8989751935005188}), ('f', {'f': 0.860988438129425, 'm': 0.13901156187057495})]",test
tofu,tOfu,m,m,"[('u', {'f': 0.5277596116065979, 'm': 0.4722404181957245}), ('f', {'f': 0.0676015168428421, 'm': 0.9323984384536743}), ('o', {'f': 0.04132772237062454, 'm': 0.958672285079956}), ('t', {'f': 0.043921615928411484, 'm': 0.9560784101486206})]",test
jade,ʒad,f,m,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('d', {'f': 0.07546672970056534, 'm': 0.9245332479476929}), ('a', {'f': 0.6587024927139282, 'm': 0.34129753708839417}), ('j', {'f': 0.8133028149604797, 'm': 0.18669718503952026})]",test
trot,tʁo,m,m,"[('t', {'f': 0.14602802693843842, 'm': 0.8539720177650452}), ('o', {'f': 0.05881676822900772, 'm': 0.9411832094192505}), ('r', {'f': 0.01198833528906107, 'm': 0.9880115985870361}), ('t', {'f': 0.0029508518055081367, 'm': 0.9970491528511047})]",test
zone,zon,f,f,"[('e', {'f': 0.2198053002357483, 'm': 0.7801946997642517}), ('n', {'f': 0.17357219755649567, 'm': 0.8264278769493103}), ('o', {'f': 0.19816283881664276, 'm': 0.801837146282196}), ('z', {'f': 0.518269956111908, 'm': 0.48173004388809204})]",test
ciel,sjɛl,m,m,"[('l', {'f': 0.4161078929901123, 'm': 0.5838921070098877}), ('e', {'f': 0.22621004283428192, 'm': 0.7737899422645569}), ('i', {'f': 0.03511719033122063, 'm': 0.9648827910423279}), ('c', {'f': 0.008940396830439568, 'm': 0.9910596013069153})]",test
