Form,Alt Form,Predicted Gender,True Gender,Class Probabilities,Set
isalg,,f,m,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('l', {'f': 0.1536255031824112, 'm': 0.84637451171875}), ('a', {'f': 0.5448873043060303, 'm': 0.45511263608932495}), ('s', {'f': 0.005192289128899574, 'm': 0.994807779788971}), ('i', {'f': 0.9971634745597839, 'm': 0.002836513565853238})]",test
3wgas,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('a', {'f': 0.3915024697780609, 'm': 0.6084975004196167}), ('g', {'f': 0.3915218412876129, 'm': 0.6084781289100647}), ('w', {'f': 0.48070138692855835, 'm': 0.5192986726760864}), ('3', {'f': 0.00024037915864028037, 'm': 0.9997596144676208})]",test
linəf,,m,m,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('ə', {'f': 0.6647178530693054, 'm': 0.33528217673301697}), ('n', {'f': 0.21204954385757446, 'm': 0.7879504561424255}), ('i', {'f': 0.9682157635688782, 'm': 0.031784217804670334}), ('l', {'f': 0.234480082988739, 'm': 0.7655198574066162})]",test
inʁag,,f,m,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('a', {'f': 0.11277483403682709, 'm': 0.8872251510620117}), ('ʁ', {'f': 0.0009498363942839205, 'm': 0.9990501999855042}), ('n', {'f': 0.6953315734863281, 'm': 0.30466845631599426}), ('i', {'f': 0.9735692739486694, 'm': 0.026430733501911163})]",test
japiʁ,,m,f,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('i', {'f': 0.9856003522872925, 'm': 0.014399643056094646}), ('p', {'f': 0.8675565123558044, 'm': 0.13244350254535675}), ('a', {'f': 0.9318474531173706, 'm': 0.06815261393785477}), ('j', {'f': 0.4906865060329437, 'm': 0.5093135237693787})]",test
ʒaʁuk,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('u', {'f': 0.01215806882828474, 'm': 0.9878419041633606}), ('ʁ', {'f': 0.009859845973551273, 'm': 0.9901401400566101}), ('a', {'f': 0.13158777356147766, 'm': 0.8684122562408447}), ('ʒ', {'f': 0.00018115760758519173, 'm': 0.9998188614845276})]",test
epilf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('l', {'f': 0.0894998088479042, 'm': 0.9105002284049988}), ('i', {'f': 0.19012443721294403, 'm': 0.80987548828125}), ('p', {'f': 0.02445174939930439, 'm': 0.975548267364502}), ('e', {'f': 0.6459391713142395, 'm': 0.3540608584880829})]",test
2ʁəlɛ,,m,m,"[('ɛ', {'f': 0.014696251600980759, 'm': 0.9853037595748901}), ('l', {'f': 0.6640924215316772, 'm': 0.33590760827064514}), ('ə', {'f': 0.6579104661941528, 'm': 0.3420895040035248}), ('ʁ', {'f': 0.24385227262973785, 'm': 0.7561477422714233}), ('2', {'f': 0.0025705231819301844, 'm': 0.9974294304847717})]",test
dajat,,f,f,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('a', {'f': 0.8056814670562744, 'm': 0.19431853294372559}), ('j', {'f': 0.8190820217132568, 'm': 0.18091797828674316}), ('a', {'f': 0.045192644000053406, 'm': 0.9548073410987854}), ('d', {'f': 0.9987738728523254, 'm': 0.001226054853759706})]",test
tɛval,,f,f,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('a', {'f': 0.43996214866638184, 'm': 0.5600378513336182}), ('v', {'f': 0.667108952999115, 'm': 0.3328911066055298}), ('ɛ', {'f': 0.0012873453088104725, 'm': 0.9987126588821411}), ('t', {'f': 0.9990008473396301, 'm': 0.0009992128470912576})]",test
1mʁut,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('u', {'f': 0.12703755497932434, 'm': 0.872962474822998}), ('ʁ', {'f': 0.12539370357990265, 'm': 0.8746063113212585}), ('m', {'f': 0.681736171245575, 'm': 0.3182638883590698}), ('1', {'f': 0.003308369778096676, 'm': 0.9966915845870972})]",test
nakiʃ,,f,f,"[('ʃ', {'f': 0.7796733975410461, 'm': 0.22032663226127625}), ('i', {'f': 0.10033846646547318, 'm': 0.8996615409851074}), ('k', {'f': 0.2507278025150299, 'm': 0.7492721676826477}), ('a', {'f': 0.521515429019928, 'm': 0.478484570980072}), ('n', {'f': 0.8125717639923096, 'm': 0.18742825090885162})]",test
tɛzid,,f,f,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('i', {'f': 0.10409910976886749, 'm': 0.8959008455276489}), ('z', {'f': 0.9347436428070068, 'm': 0.06525633484125137}), ('ɛ', {'f': 0.002894612494856119, 'm': 0.9971054196357727}), ('t', {'f': 0.9969637989997864, 'm': 0.0030361604876816273})]",test
syʁim,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('i', {'f': 0.7812103033065796, 'm': 0.2187897264957428}), ('ʁ', {'f': 0.0552205815911293, 'm': 0.9447794556617737}), ('y', {'f': 0.20558808743953705, 'm': 0.7944119572639465}), ('s', {'f': 0.0003507858491502702, 'm': 0.999649167060852})]",test
mɔzus,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('u', {'f': 0.09783635288476944, 'm': 0.9021636247634888}), ('z', {'f': 0.9688980579376221, 'm': 0.03110199235379696}), ('ɔ', {'f': 0.30321410298347473, 'm': 0.6967858672142029}), ('m', {'f': 0.0013663552235811949, 'm': 0.9986335635185242})]",test
liʁab,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('a', {'f': 0.5742571949958801, 'm': 0.42574286460876465}), ('ʁ', {'f': 0.0018627065001055598, 'm': 0.9981372356414795}), ('i', {'f': 0.9611339569091797, 'm': 0.03886605426669121}), ('l', {'f': 0.3387647569179535, 'm': 0.6612351536750793})]",test
sɛʁvi,,f,f,"[('i', {'f': 0.5238444209098816, 'm': 0.476155549287796}), ('v', {'f': 0.9980194568634033, 'm': 0.001980528002604842}), ('ʁ', {'f': 0.008187034167349339, 'm': 0.9918129444122314}), ('ɛ', {'f': 0.07629764825105667, 'm': 0.9237022995948792}), ('s', {'f': 0.580563485622406, 'm': 0.4194364845752716})]",test
oblup,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('u', {'f': 0.10815247148275375, 'm': 0.8918474912643433}), ('l', {'f': 0.24571874737739563, 'm': 0.7542812824249268}), ('b', {'f': 0.011371869593858719, 'm': 0.9886282086372375}), ('o', {'f': 0.014448694884777069, 'm': 0.9855513572692871})]",test
kiziz,,f,f,"[('z', {'f': 0.9856353998184204, 'm': 0.01436456199735403}), ('i', {'f': 0.8644368052482605, 'm': 0.1355631947517395}), ('z', {'f': 0.9600664973258972, 'm': 0.0399334542453289}), ('i', {'f': 0.6377904415130615, 'm': 0.3622094690799713}), ('k', {'f': 0.8896183967590332, 'm': 0.11038156598806381})]",test
ʒag1l,,m,m,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('1', {'f': 3.5805052903015167e-05, 'm': 0.9999642372131348}), ('g', {'f': 0.33313706517219543, 'm': 0.6668629050254822}), ('a', {'f': 0.0391109324991703, 'm': 0.9608891010284424}), ('ʒ', {'f': 0.0007857037708163261, 'm': 0.9992142915725708})]",test
ʒaviʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('i', {'f': 0.9856003522872925, 'm': 0.014399643056094646}), ('v', {'f': 0.9998490810394287, 'm': 0.00015090173110365868}), ('a', {'f': 0.9348461031913757, 'm': 0.06515388935804367}), ('ʒ', {'f': 0.00037663624971173704, 'm': 0.9996232986450195})]",test
2s1f1,,f,m,"[('1', {'f': 0.00016485655214637518, 'm': 0.9998351335525513}), ('f', {'f': 0.5011286735534668, 'm': 0.498871386051178}), ('1', {'f': 0.02314811758697033, 'm': 0.9768518805503845}), ('s', {'f': 0.9999775886535645, 'm': 2.2449712560046464e-05}), ('2', {'f': 0.6686093211174011, 'm': 0.3313906788825989})]",test
awsin,,m,m,"[('n', {'f': 0.9283567070960999, 'm': 0.07164332270622253}), ('i', {'f': 0.6835606694221497, 'm': 0.31643930077552795}), ('s', {'f': 0.836557149887085, 'm': 0.16344283521175385}), ('w', {'f': 0.015156956389546394, 'm': 0.9848430156707764}), ('a', {'f': 0.0007889189291745424, 'm': 0.9992110729217529})]",test
tɛʒak,,f,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('a', {'f': 0.35474643111228943, 'm': 0.6452535390853882}), ('ʒ', {'f': 0.001677734195254743, 'm': 0.9983221888542175}), ('ɛ', {'f': 0.01767684333026409, 'm': 0.9823232293128967}), ('t', {'f': 0.973838746547699, 'm': 0.02616126649081707})]",test
t1lag,,f,f,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('a', {'f': 0.11277483403682709, 'm': 0.8872251510620117}), ('l', {'f': 0.15179474651813507, 'm': 0.8482053279876709}), ('1', {'f': 2.5254254069295712e-05, 'm': 0.9999747276306152}), ('t', {'f': 0.9899677038192749, 'm': 0.010032312013208866})]",test
msajm,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('j', {'f': 0.536645233631134, 'm': 0.4633547365665436}), ('a', {'f': 0.08959563076496124, 'm': 0.9104043841362}), ('s', {'f': 0.1109452098608017, 'm': 0.8890547752380371}), ('m', {'f': 0.0003695750201586634, 'm': 0.9996304512023926})]",test
ɲɔgiv,,f,f,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('i', {'f': 0.534735381603241, 'm': 0.46526455879211426}), ('g', {'f': 0.9272893071174622, 'm': 0.07271061092615128}), ('ɔ', {'f': 0.003423390444368124, 'm': 0.9965766072273254}), ('ɲ', {'f': 0.9627206921577454, 'm': 0.03727935254573822})]",test
2sd1b,,m,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('1', {'f': 0.0003384650335647166, 'm': 0.9996615648269653}), ('d', {'f': 0.7960519790649414, 'm': 0.2039479911327362}), ('s', {'f': 0.9823582768440247, 'm': 0.017641685903072357}), ('2', {'f': 0.24143309891223907, 'm': 0.7585668563842773})]",test
os2jl,,m,m,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('j', {'f': 0.26428064703941345, 'm': 0.7357193231582642}), ('2', {'f': 0.03096739947795868, 'm': 0.9690325856208801}), ('s', {'f': 0.5667620897293091, 'm': 0.4332379698753357}), ('o', {'f': 0.0026479330845177174, 'm': 0.997352123260498})]",test
tiɲil,,f,m,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('i', {'f': 0.3394279181957245, 'm': 0.6605720520019531}), ('ɲ', {'f': 0.9352930784225464, 'm': 0.06470688432455063}), ('i', {'f': 0.8176719546318054, 'm': 0.1823280155658722}), ('t', {'f': 0.8442840576171875, 'm': 0.1557159125804901})]",test
ejlub,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('u', {'f': 0.13298018276691437, 'm': 0.8670198917388916}), ('l', {'f': 0.12338850647211075, 'm': 0.8766114711761475}), ('j', {'f': 0.08543224632740021, 'm': 0.9145678281784058}), ('e', {'f': 0.004137143492698669, 'm': 0.9958628416061401})]",test
ʁɛzOʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('O', {'f': 0.17939414083957672, 'm': 0.8206058740615845}), ('z', {'f': 0.977047324180603, 'm': 0.022952666506171227}), ('ɛ', {'f': 0.01079641655087471, 'm': 0.9892036318778992}), ('ʁ', {'f': 0.008778506889939308, 'm': 0.9912214279174805})]",test
niʁaf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('a', {'f': 0.04260691627860069, 'm': 0.9573930501937866}), ('ʁ', {'f': 0.15293143689632416, 'm': 0.8470685482025146}), ('i', {'f': 0.9614385366439819, 'm': 0.03856145590543747}), ('n', {'f': 0.9988563060760498, 'm': 0.0011436787899583578})]",test
ylʁɛb,,m,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('ɛ', {'f': 0.007823050953447819, 'm': 0.9921769499778748}), ('ʁ', {'f': 0.4834696352481842, 'm': 0.5165303349494934}), ('l', {'f': 0.8260496854782104, 'm': 0.17395032942295074}), ('y', {'f': 0.10720399767160416, 'm': 0.8927960395812988})]",test
zøʁit,,f,f,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('i', {'f': 0.22412972152233124, 'm': 0.7758702039718628}), ('ʁ', {'f': 0.30482444167137146, 'm': 0.6951755881309509}), ('ø', {'f': 0.0028975631576031446, 'm': 0.9971024394035339}), ('z', {'f': 0.973798394203186, 'm': 0.026201579719781876})]",test
ɛpsys,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('y', {'f': 0.06029720604419708, 'm': 0.9397027492523193}), ('s', {'f': 0.001385275274515152, 'm': 0.9986146688461304}), ('p', {'f': 0.4196943938732147, 'm': 0.5803055763244629}), ('ɛ', {'f': 0.01973850093781948, 'm': 0.9802614450454712})]",test
sotam,,m,m,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('t', {'f': 0.06811632215976715, 'm': 0.931883692741394}), ('o', {'f': 0.07758338749408722, 'm': 0.922416627407074}), ('s', {'f': 0.0065917884930968285, 'm': 0.993408203125})]",test
2s2ʁt,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('ʁ', {'f': 0.050489943474531174, 'm': 0.9495100378990173}), ('2', {'f': 0.0001565855782246217, 'm': 0.9998433589935303}), ('s', {'f': 0.9486714005470276, 'm': 0.05132857710123062}), ('2', {'f': 0.015543961897492409, 'm': 0.9844560623168945})]",test
olg1s,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('1', {'f': 8.376870391657576e-05, 'm': 0.9999161958694458}), ('g', {'f': 0.7343987822532654, 'm': 0.26560118794441223}), ('l', {'f': 0.04433419555425644, 'm': 0.9556658267974854}), ('o', {'f': 0.01031147688627243, 'm': 0.989688515663147})]",test
ejs1l,,m,m,"[('l', {'f': 0.3796626329421997, 'm': 0.6203374266624451}), ('1', {'f': 3.5805052903015167e-05, 'm': 0.9999642372131348}), ('s', {'f': 0.9996941089630127, 'm': 0.00030588736990466714}), ('j', {'f': 0.7872312664985657, 'm': 0.21276871860027313}), ('e', {'f': 0.009383791126310825, 'm': 0.9906161427497864})]",test
ʁœlaʃ,,m,f,"[('ʃ', {'f': 0.7796733975410461, 'm': 0.22032663226127625}), ('a', {'f': 0.1615353375673294, 'm': 0.838464617729187}), ('l', {'f': 0.16667553782463074, 'm': 0.8333244323730469}), ('œ', {'f': 0.03681862726807594, 'm': 0.9631814360618591}), ('ʁ', {'f': 0.0009641460492275655, 'm': 0.9990358352661133})]",test
itʁɔs,,f,f,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('ɔ', {'f': 0.11063413321971893, 'm': 0.8893658518791199}), ('ʁ', {'f': 0.004407612141221762, 'm': 0.9955924153327942}), ('t', {'f': 0.29588595032691956, 'm': 0.7041140794754028}), ('i', {'f': 0.845272958278656, 'm': 0.15472707152366638})]",test
akdɔv,,m,f,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('ɔ', {'f': 0.366024911403656, 'm': 0.633975088596344}), ('d', {'f': 0.7616747617721558, 'm': 0.23832525312900543}), ('k', {'f': 0.20756301283836365, 'm': 0.7924370169639587}), ('a', {'f': 0.4795314371585846, 'm': 0.5204685926437378})]",test
kaʁab,,m,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('a', {'f': 0.5742571949958801, 'm': 0.42574286460876465}), ('ʁ', {'f': 0.0018627065001055598, 'm': 0.9981372356414795}), ('a', {'f': 0.31614258885383606, 'm': 0.6838573813438416}), ('k', {'f': 0.07287249714136124, 'm': 0.9271275401115417})]",test
pɔlag,,m,f,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('a', {'f': 0.11277483403682709, 'm': 0.8872251510620117}), ('l', {'f': 0.15179474651813507, 'm': 0.8482053279876709}), ('ɔ', {'f': 0.004521199967712164, 'm': 0.9954788088798523}), ('p', {'f': 0.3267727196216583, 'm': 0.6732272505760193})]",test
ʁœtOf,,m,m,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('O', {'f': 0.0074136215262115, 'm': 0.9925864338874817}), ('t', {'f': 0.13457413017749786, 'm': 0.8654258847236633}), ('œ', {'f': 0.18758542835712433, 'm': 0.8124145865440369}), ('ʁ', {'f': 0.0015287152491509914, 'm': 0.9984713196754456})]",test
zøʃEb,,f,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('E', {'f': 0.43174174427986145, 'm': 0.5682582855224609}), ('ʃ', {'f': 0.67226642370224, 'm': 0.32773357629776}), ('ø', {'f': 3.5144603316439316e-05, 'm': 0.9999648332595825}), ('z', {'f': 0.9999703168869019, 'm': 2.9659418942173943e-05})]",test
janət,,f,f,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('ə', {'f': 0.9435810446739197, 'm': 0.056418925523757935}), ('n', {'f': 0.9758845567703247, 'm': 0.024115407839417458}), ('a', {'f': 0.21547870337963104, 'm': 0.7845213413238525}), ('j', {'f': 0.974331796169281, 'm': 0.025668201968073845})]",test
ʒʁɛjv,,f,f,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('j', {'f': 0.2743549346923828, 'm': 0.7256450653076172}), ('ɛ', {'f': 0.004621173720806837, 'm': 0.995378851890564}), ('ʁ', {'f': 0.9465604424476624, 'm': 0.053439509123563766}), ('ʒ', {'f': 0.9705982804298401, 'm': 0.029401717707514763})]",test
etebE,,f,f,"[('E', {'f': 0.813631534576416, 'm': 0.18636848032474518}), ('b', {'f': 0.7836954593658447, 'm': 0.21630452573299408}), ('e', {'f': 0.03291264921426773, 'm': 0.9670872688293457}), ('t', {'f': 0.4265995919704437, 'm': 0.5734003782272339}), ('e', {'f': 0.7152625918388367, 'm': 0.28473740816116333})]",test
tɔlak,,f,f,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('a', {'f': 0.35474643111228943, 'm': 0.6452535390853882}), ('l', {'f': 0.20089571177959442, 'm': 0.7991042733192444}), ('ɔ', {'f': 0.003878735238686204, 'm': 0.9961212277412415}), ('t', {'f': 0.6550213098526001, 'm': 0.3449787199497223})]",test
ʁawva,,m,m,"[('a', {'f': 0.42641595005989075, 'm': 0.5735840201377869}), ('v', {'f': 0.8301975131034851, 'm': 0.1698024421930313}), ('w', {'f': 0.14666350185871124, 'm': 0.8533364534378052}), ('a', {'f': 0.05465899407863617, 'm': 0.9453409910202026}), ('ʁ', {'f': 0.04896557331085205, 'm': 0.9510344862937927})]",test
d2kaf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('a', {'f': 0.04260691627860069, 'm': 0.9573930501937866}), ('k', {'f': 0.7008777260780334, 'm': 0.2991222143173218}), ('2', {'f': 0.001781877363100648, 'm': 0.9982181191444397}), ('d', {'f': 0.9241938591003418, 'm': 0.07580618560314178})]",test
egOʁd,,m,f,"[('d', {'f': 0.5698218941688538, 'm': 0.43017813563346863}), ('ʁ', {'f': 0.07942456007003784, 'm': 0.9205753803253174}), ('O', {'f': 0.025837810710072517, 'm': 0.9741621613502502}), ('g', {'f': 0.17260970175266266, 'm': 0.8273902535438538}), ('e', {'f': 0.0584312342107296, 'm': 0.9415688514709473})]",test
zøʁOf,,f,f,"[('f', {'f': 0.09348046034574509, 'm': 0.9065195322036743}), ('O', {'f': 0.0074136215262115, 'm': 0.9925864338874817}), ('ʁ', {'f': 0.1451636701822281, 'm': 0.8548363447189331}), ('ø', {'f': 0.0018508840585127473, 'm': 0.9981491565704346}), ('z', {'f': 0.9962961077690125, 'm': 0.0037038340233266354})]",test
lɔɲab,,m,f,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('a', {'f': 0.5742571949958801, 'm': 0.42574286460876465}), ('ɲ', {'f': 0.8098329305648804, 'm': 0.19016708433628082}), ('ɔ', {'f': 0.02918054722249508, 'm': 0.9708194136619568}), ('l', {'f': 0.37259113788604736, 'm': 0.6274088621139526})]",test
ʁœvab,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('a', {'f': 0.5742571949958801, 'm': 0.42574286460876465}), ('v', {'f': 0.7366724014282227, 'm': 0.26332762837409973}), ('œ', {'f': 0.432390958070755, 'm': 0.5676089525222778}), ('ʁ', {'f': 0.0007385904900729656, 'm': 0.9992614388465881})]",test
tʁuaj,,f,m,"[('j', {'f': 0.7650259733200073, 'm': 0.2349739521741867}), ('a', {'f': 0.22518424689769745, 'm': 0.7748157978057861}), ('u', {'f': 0.009898114949464798, 'm': 0.9901019334793091}), ('ʁ', {'f': 0.001539682736620307, 'm': 0.9984602928161621}), ('t', {'f': 0.5606696605682373, 'm': 0.4393303096294403})]",test
etʁɛʃ,,f,f,"[('ʃ', {'f': 0.7796733975410461, 'm': 0.22032663226127625}), ('ɛ', {'f': 6.939354352653027e-05, 'm': 0.9999306201934814}), ('ʁ', {'f': 0.9980825185775757, 'm': 0.0019174672197550535}), ('t', {'f': 0.9774199724197388, 'm': 0.022580021992325783}), ('e', {'f': 0.9942268133163452, 'm': 0.005773106124252081})]",test
2tulg,,m,m,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('l', {'f': 0.1536255031824112, 'm': 0.84637451171875}), ('u', {'f': 0.010791508480906487, 'm': 0.9892085194587708}), ('t', {'f': 0.5118573904037476, 'm': 0.48814257979393005}), ('2', {'f': 0.0006834297091700137, 'm': 0.9993165731430054})]",test
ʁœd1v,,m,m,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('1', {'f': 0.0003119343309663236, 'm': 0.9996880292892456}), ('d', {'f': 0.9864341020584106, 'm': 0.013565881177783012}), ('œ', {'f': 0.8387932181358337, 'm': 0.16120678186416626}), ('ʁ', {'f': 0.017105799168348312, 'm': 0.982894241809845})]",test
ʁɔkaʁ,,m,m,"[('ʁ', {'f': 0.11478514224290848, 'm': 0.8852149248123169}), ('a', {'f': 0.3868906497955322, 'm': 0.613109290599823}), ('k', {'f': 0.08249276876449585, 'm': 0.9175072312355042}), ('ɔ', {'f': 0.00950925424695015, 'm': 0.9904907941818237}), ('ʁ', {'f': 0.03283374756574631, 'm': 0.9671662449836731})]",test
ejʁam,,m,f,"[('m', {'f': 0.1066918671131134, 'm': 0.8933081030845642}), ('a', {'f': 0.03744230791926384, 'm': 0.9625577330589294}), ('ʁ', {'f': 0.004096821416169405, 'm': 0.9959031939506531}), ('j', {'f': 0.8324059844017029, 'm': 0.16759401559829712}), ('e', {'f': 0.08313237130641937, 'm': 0.9168676137924194})]",test
2d1ʁb,,m,m,"[('b', {'f': 0.16501574218273163, 'm': 0.834984302520752}), ('ʁ', {'f': 0.07033664733171463, 'm': 0.929663360118866}), ('1', {'f': 0.00037293211789801717, 'm': 0.9996269941329956}), ('d', {'f': 0.7994780540466309, 'm': 0.20052199065685272}), ('2', {'f': 0.006474857218563557, 'm': 0.9935251474380493})]",test
2tʁɔk,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('ɔ', {'f': 0.007866338826715946, 'm': 0.992133617401123}), ('ʁ', {'f': 0.006489222403615713, 'm': 0.9935107827186584}), ('t', {'f': 0.897820770740509, 'm': 0.10217922180891037}), ('2', {'f': 0.0004961773520335555, 'm': 0.9995038509368896})]",test
ʁɔklo,,m,m,"[('o', {'f': 0.017907999455928802, 'm': 0.982092022895813}), ('l', {'f': 0.4693238139152527, 'm': 0.5306761264801025}), ('k', {'f': 0.08002784103155136, 'm': 0.9199721813201904}), ('ɔ', {'f': 0.005206973757594824, 'm': 0.9947929978370667}), ('ʁ', {'f': 0.012082329019904137, 'm': 0.9879176020622253})]",test
lɛbup,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('u', {'f': 0.10815247148275375, 'm': 0.8918474912643433}), ('b', {'f': 0.1300005316734314, 'm': 0.8699994683265686}), ('ɛ', {'f': 0.0018623865908011794, 'm': 0.9981375932693481}), ('l', {'f': 0.6070600152015686, 'm': 0.3929400146007538})]",test
ʃilup,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('u', {'f': 0.10815247148275375, 'm': 0.8918474912643433}), ('l', {'f': 0.24571874737739563, 'm': 0.7542812824249268}), ('i', {'f': 0.13328266143798828, 'm': 0.8667173385620117}), ('ʃ', {'f': 0.7401171922683716, 'm': 0.25988277792930603})]",test
ufŋuk,,m,m,"[('k', {'f': 0.24361148476600647, 'm': 0.7563886046409607}), ('u', {'f': 0.01215806882828474, 'm': 0.9878419041633606}), ('ŋ', {'f': 0.05248185619711876, 'm': 0.9475181102752686}), ('f', {'f': 0.03704063966870308, 'm': 0.9629594087600708}), ('u', {'f': 0.015858856961131096, 'm': 0.9841411709785461})]",test
1ʃ3lp,,m,m,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('l', {'f': 0.21246634423732758, 'm': 0.787533700466156}), ('3', {'f': 0.0009572146227583289, 'm': 0.999042809009552}), ('ʃ', {'f': 0.556300938129425, 'm': 0.44369906187057495}), ('1', {'f': 6.608916010009125e-07, 'm': 0.9999992847442627})]",test
lkʁɛs,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('ɛ', {'f': 0.03723837435245514, 'm': 0.9627617001533508}), ('ʁ', {'f': 0.011491269804537296, 'm': 0.9885087609291077}), ('k', {'f': 0.36347511410713196, 'm': 0.6365249156951904}), ('l', {'f': 0.02733881026506424, 'm': 0.9726611375808716})]",test
ejnos,,m,m,"[('s', {'f': 0.2759721279144287, 'm': 0.7240278720855713}), ('o', {'f': 0.0027156516443938017, 'm': 0.9972842931747437}), ('n', {'f': 0.2673811912536621, 'm': 0.7326187491416931}), ('j', {'f': 0.5694071650505066, 'm': 0.4305928647518158}), ('e', {'f': 0.002533099614083767, 'm': 0.9974669218063354})]",test
zøʃEp,,f,f,"[('p', {'f': 0.5187153220176697, 'm': 0.4812847077846527}), ('E', {'f': 0.5598944425582886, 'm': 0.44010552763938904}), ('ʃ', {'f': 0.5144238471984863, 'm': 0.4855760931968689}), ('ø', {'f': 5.635243724100292e-05, 'm': 0.9999436140060425}), ('z', {'f': 0.9999057054519653, 'm': 9.434360981686041e-05})]",test
tsiwt,,m,m,"[('t', {'f': 0.5673497915267944, 'm': 0.43265023827552795}), ('w', {'f': 0.15599237382411957, 'm': 0.844007670879364}), ('i', {'f': 0.15717367827892303, 'm': 0.8428263068199158}), ('s', {'f': 0.5468000769615173, 'm': 0.45319992303848267}), ('t', {'f': 0.22662100195884705, 'm': 0.7733789682388306})]",test
eʒajv,,m,m,"[('v', {'f': 0.9786179065704346, 'm': 0.021382072940468788}), ('j', {'f': 0.2743549346923828, 'm': 0.7256450653076172}), ('a', {'f': 0.4997561573982239, 'm': 0.5002437829971313}), ('ʒ', {'f': 4.1770173993427306e-05, 'm': 0.9999582767486572}), ('e', {'f': 0.05060388520359993, 'm': 0.9493961334228516})]",test
øʃ3ʁg,,m,m,"[('g', {'f': 0.3424699008464813, 'm': 0.6575301289558411}), ('ʁ', {'f': 0.005719725973904133, 'm': 0.994280219078064}), ('3', {'f': 0.0017649309011176229, 'm': 0.9982351064682007}), ('ʃ', {'f': 0.5541483759880066, 'm': 0.445851594209671}), ('ø', {'f': 2.000493805098813e-05, 'm': 0.9999799728393555})]",test
